"Status","Invoiced","Number","Date","Buyer","Job","Quantity","Approved By","Amount","Shipping Date","Seller","Amount (CAD)","Unbilled Balance (CAD)","Unpaid Balance (CAD)","Employee","Reference","Weight (lb)","Volume (ft³)","Approved Date","Payment Terms","Incoterms","Notes","Currency","Billing Address","Shipping Address","Seller Address","Modes of Transportation","Last Event","Online","Type","Exchange Rate","Is Cancelled","Reverse Exchange Rate","Paid","Division","Template Name","Tax Amt. (CAD)","Amt. Before Tax (CAD)","Other Charges (CAD)","Items Amount (CAD)","Online Creator","Is Printed","Attachments","Backordered","External Id","Channel","Store Order Reference","Store Order Date","Courier","Shipment Type","Shipping Cost","Salesperson","Billing Client","Synced to Logistico","POS Order","Fulfilled","Total Discount (CAD)","Total Discount","Returning","Purchase Order","Lot Number","Container#"
"Delivered","Yes","3459","07/02/2024","Costco Varennes","3459","900","Naomi Bendayan","USD 24111.00","07/03/2024","Equifruit, Inc.","33,152.63","168.78","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/08/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,152.63","0.00","33,152.63",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","-0.01","USD 0.00","0","005740625592",,
"Delivered","Yes","3432QC","07/02/2024","Sobeys Quebec City","3432","288","Naomi Bendayan","USD 6863.04","07/03/2024","Equifruit, Inc.","9,436.68","27.45","0.00","Claudia Ramirez",,"11,517.65","610.24","07/08/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","9,436.68","0.00","9,436.68",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566766474",,"MNBU3564944"
"Delivered","Yes","3432BCH","07/02/2024","Sobeys BCH","3432","672","Naomi Bendayan","USD 16013.76","07/03/2024","Equifruit, Inc.","22,018.92","64.06","0.00","Claudia Ramirez",,"26,874.53","1,423.89","07/08/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","22,018.92","0.00","22,018.92",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566766468",,"MNBU3564944"
"Delivered","Yes","3439","07/02/2024","Top Banana","3439","900","Naomi Bendayan","USD 22806.00","07/03/2024","Equifruit, Inc.","31,358.25","91.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/08/2024","Net 30",,,"United States Dollar","415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,358.25","0.00","31,358.25",,"No","No","No",,,,,,,"0.00",,"Top Banana","No","No","No","0.00","USD 0.00","0","070324",,"FSCU5759128"
"Delivered","Yes","3431","07/01/2024","Chiovitti Banana Co., Ltd","3431","960","Naomi Bendayan","USD 23404.80","07/03/2024","Equifruit, Inc.","32,123.09","35.11","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/08/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","32,123.09","0.00","32,123.09",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243699",,
"Delivered","Yes","3444","07/01/2024","Costco Vaughan Wet","3444","900","Naomi Bendayan","USD 24111.00","07/03/2024","Equifruit, Inc.","33,092.35","132.61","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/08/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618522",,
"Delivered","Yes","3433","06/28/2024","Costco Vaughan Wet","3433","900","Naomi Bendayan","USD 24111.00","07/01/2024","Equifruit, Inc.","33,092.35","108.50","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/05/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618516",,
"Delivered","Yes","3451","06/28/2024","Costco Varennes","3451","900","Naomi Bendayan","USD 24111.00","07/01/2024","Equifruit, Inc.","33,092.35","132.61","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/05/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","005740618677",,
"Delivered","Yes","3436","06/28/2024","Chiovitti Banana Co., Ltd","3436","960","Naomi Bendayan","USD 21340.80","07/01/2024","Equifruit, Inc.","29,290.25","0.00","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/05/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","29,290.25","0.00","29,290.25",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243697",,
"Delivered","Yes","3435","06/28/2024","Chiovitti Banana Co., Ltd","3435","963","Naomi Bendayan","CAD 23404.80","07/01/2024","Equifruit, Inc.","23,404.80","-8,818.67","0.00","Claudia Ramirez",,"38,512.16","2,040.48","07/05/2024","Net 30",,,"Canadian Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","1.00","No","1.00","Yes",,,"0.00","23,404.80","0.00","23,404.80",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","CAD 0.00","0","243696",,
"Delivered","Yes","3424","06/28/2024","Krown Produce  Fresh At Its Best™","3424","900","Naomi Bendayan","USD 22617.00","07/01/2024","Equifruit, Inc.","31,041.83","0.00","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/05/2024","Net 10",,,"United States Dollar","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,041.83","0.00","31,041.83",,"No","No","No",,,,,,,"0.00",,"Krown Produce  Fresh At Its Best™","No","No","No","0.00","USD 0.00","0","AL0225",,"SEKU9260492"
"Delivered","Yes","3438QC","06/28/2024","Sobeys Quebec City","3438","288","Naomi Bendayan","USD 6863.04","07/01/2024","Equifruit, Inc.","9,419.52","0.00","0.00","Claudia Ramirez",,"11,517.65","610.24","07/05/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","9,419.52","0.00","9,419.52",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566748047",,"SEGU9741385"
"Delivered","Yes","3438BCH","06/28/2024","Sobeys BCH","3438","672","Naomi Bendayan","USD 16013.76","07/01/2024","Equifruit, Inc.","21,978.89","0.00","0.00","Claudia Ramirez",,"26,874.53","1,423.89","07/05/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","21,978.89","0.00","21,978.89",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566748042",,"SEGU9741385"
"Delivered","Yes","3434","06/28/2024","Costco Vaughan Wet","3434","900","Naomi Bendayan","USD 24111.00","06/30/2024","Equifruit, Inc.","33,092.35","108.50","0.00","Claudia Ramirez",,"0.00","1,908.00","07/05/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618515",,
"Delivered","Yes","3446","06/28/2024","Chiovitti Banana Co., Ltd","3446","960","Naomi Bendayan","USD 23404.80","06/29/2024","Equifruit, Inc.","32,123.09","0.00","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/05/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","32,123.09","0.00","32,123.09",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243564",,
"Delivered","Yes","3443","06/28/2024","Costco Varennes","3443","900","Naomi Bendayan","USD 24111.00","06/29/2024","Equifruit, Inc.","33,092.35","108.50","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/05/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","005740618667",,
"Delivered","Yes","3427","06/28/2024","Costco Vaughan Wet","3427","900","Naomi Bendayan","USD 24111.00","06/29/2024","Equifruit, Inc.","33,092.35","108.50","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/05/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,092.35","0.00","33,092.35",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618509",,
"Delivered","Yes","3414","06/26/2024","Krown Produce  Fresh At Its Best™","3414","915","Naomi Bendayan","USD 22993.95","06/28/2024","Equifruit, Inc.","31,570.70","11.51","0.00","Claudia Ramirez",,"36,518.47","1,938.78","07/10/2024","Net 10",,,"United States Dollar","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,570.70","0.00","31,570.70",,"No","No","No",,,,,,,"0.00",,"Krown Produce  Fresh At Its Best™","No","No","No","0.00","USD 0.00","0","AL0186",,"MNBU3372746"
"Delivered","Yes","3417","06/26/2024","Costco Vaughan Wet","3417","900","Naomi Bendayan","USD 24111.00","06/28/2024","Equifruit, Inc.","33,104.40","48.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,104.40","0.00","33,104.40",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618504",,
"Delivered","Yes","3430","06/26/2024","Charlies Seattle","3430","720","Naomi Bendayan","USD 20188.80","06/27/2024","Equifruit, Inc.","27,719.22","20.19","0.00","Claudia Ramirez",,"28,794.14","1,525.59","07/30/2024","Net 30",,,"United States Dollar","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","27,719.22","0.00","27,719.22",,"No","No","No",,,,,,,"0.00",,"Charlies Seattle","No","No","No","0.00","USD 0.00","0","6942582",,
"Delivered","Yes","3423","06/26/2024","Top Banana","3423","900","Naomi Bendayan","USD 22806.00","06/27/2024","Equifruit, Inc.","31,312.64","22.81","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,312.64","0.00","31,312.64",,"No","No","No",,,,,,,"0.00",,"Top Banana","No","No","No","0.00","USD 0.00","0","062724",,"TTNU8414772"
"Delivered","Yes","3429","06/26/2024","Costco Vaughan Wet","3429","900","Naomi Bendayan","USD 24111.00","06/27/2024","Equifruit, Inc.","33,104.40","-48.23","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,104.40","0.00","33,104.40",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720618500",,
"Delivered","Yes","3412","06/26/2024","Chiovitti Banana Co., Ltd","3412","960","Naomi Bendayan","USD 21340.80","06/27/2024","Equifruit, Inc.","29,300.92","21.34","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/03/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","29,300.92","0.00","29,300.92",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243560",,
"Delivered","Yes","3445QC","06/26/2024","Sobeys Quebec City","3445","288","Naomi Bendayan","USD 6863.04","06/27/2024","Equifruit, Inc.","9,422.95","6.86","0.00","Claudia Ramirez",,"11,517.65","610.24","07/03/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","9,422.95","0.00","9,422.95",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566748049",,"SEGU9500860"
"Delivered","Yes","3445BCH","06/26/2024","Sobeys BCH","3445","672","Naomi Bendayan","USD 16013.76","06/27/2024","Equifruit, Inc.","21,986.89","16.01","0.00","Claudia Ramirez",,"26,874.53","1,423.89","07/03/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","21,986.89","0.00","21,986.89",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566748044",,"SEGU9500860"
"Delivered","Yes","3410","06/24/2024","Costco Varennes","3410","900","Naomi Bendayan","USD 24111.00","06/26/2024","Equifruit, Inc.","33,140.57","-12.06","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,140.57","0.00","33,140.57",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","005740618661",,
"Delivered","Yes","3422","06/24/2024","Courchesne Larose","3422","960","Naomi Bendayan","USD 24662.40","06/26/2024","Equifruit, Inc.","33,898.47","36.99","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/03/2024","Net 30",,,"United States Dollar","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,898.47","0.00","33,898.47",,"No","No","No",,,,,,,"0.00",,"Courchesne Larose","No","No","No","0.00","USD 0.00","0","2460049",,
"Delivered","Yes","3409","06/24/2024","Costco Vaughan Wet","3409","900","Naomi Bendayan","USD 24111.00","06/25/2024","Equifruit, Inc.","33,140.57","48.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,140.57","0.00","33,140.57",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720611432",,
"Delivered","Yes","3421QC","06/24/2024","Sobeys Quebec City","3421","288","Naomi Bendayan","USD 6863.04","06/25/2024","Equifruit, Inc.","9,433.25","30.89","0.00","Claudia Ramirez",,"11,517.65","0.00","07/03/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","9,433.25","0.00","9,433.25",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566748048",,"CXRU1134801"
"Delivered","Yes","3421BCH","06/24/2024","Sobeys BCH","3421","672","Naomi Bendayan","USD 16013.76","06/25/2024","Equifruit, Inc.","22,010.91","72.06","0.00","Claudia Ramirez",,"26,874.53","0.00","07/03/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","22,010.91","0.00","22,010.91",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566748043",,"CXRU1134801"
"Delivered","Yes","3420","06/24/2024","Chiovitti Banana Co., Ltd","3420","960",,"USD 23068.80","06/25/2024","Equifruit, Inc.","31,708.07","-356.51","0.00","Claudia Ramirez",,"38,392.18","2,034.12",,"Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,708.07","0.00","31,708.07",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243559",,
"Delivered","Yes","3408","06/20/2024","Krown Produce  Fresh At Its Best™","3408","900","Naomi Bendayan","USD 22617.00","06/25/2024","Equifruit, Inc.","31,087.07","101.78","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 10",,,"United States Dollar","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,087.07","0.00","31,087.07",,"No","No","No",,,,,,,"0.00",,"Krown Produce  Fresh At Its Best™","No","No","No","0.00","USD 0.00","0","AL0183",,
"Delivered","Yes","3418","06/20/2024","Top Banana","3418","900","Naomi Bendayan","USD 22806.00","06/24/2024","Equifruit, Inc.","31,346.85","0.00","0.00","Claudia Ramirez",,"0.00","1,908.00","07/03/2024","Net 30",,,"United States Dollar","415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,346.85","0.00","31,346.85",,"No","No","No",,,,,,,"0.00",,"Top Banana","No","No","No","0.00","USD 0.00","0","062424",,"MNBU4082926"
"Delivered","Yes","3411","06/20/2024","Chiovitti Banana Co., Ltd","3411","960","Naomi Bendayan","USD 21340.80","06/24/2024","Equifruit, Inc.","29,332.93","0.00","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/03/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","29,332.93","0.00","29,332.93",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243557",,
"Delivered","Yes","3413","06/20/2024","Chiovitti Banana Co., Ltd","3413","960","Naomi Bendayan","USD 23404.80","06/23/2024","Equifruit, Inc.","32,169.90","0.00","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/03/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","32,169.90","0.00","32,169.90",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243556",,
"Delivered","Yes","3426","06/20/2024","Costco Vaughan Wet","3426","900","Naomi Bendayan","USD 24111.00","06/23/2024","Equifruit, Inc.","33,140.57","48.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,140.57","0.00","33,140.57",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720611423",,
"Delivered","Yes","3419","06/20/2024","Costco Varennes","3419","900","Naomi Bendayan","USD 24111.00","06/23/2024","Equifruit, Inc.","33,140.57","48.22","0.00","Claudia Ramirez",,"0.00","1,908.00","07/03/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,140.57","0.00","33,140.57",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","005740611571",,
"Delivered","Yes","3425","06/20/2024","Costco Vaughan Wet","3425","900","Naomi Bendayan","USD 24111.00","06/22/2024","Equifruit, Inc.","33,140.57","60.28","0.00","Claudia Ramirez",,"35,992.67","1,906.99","07/03/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","33,140.57","0.00","33,140.57",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","005720611417",,
"Delivered","Yes","3416","06/20/2024","Chiovitti Banana Co., Ltd","3416","960","Naomi Bendayan","USD 22579.20","06/22/2024","Equifruit, Inc.","31,035.11","0.00","0.00","Claudia Ramirez",,"38,392.18","2,034.12","07/03/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.73","No","1.37","Yes",,,"0.00","31,035.11","0.00","31,035.11",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","243425",,
