"Status","Invoiced","Number","Date","Buyer","Job","Quantity","Approved By","Amount","Shipping Date","Seller","Amount (CAD)","Unbilled Balance (CAD)","Unpaid Balance (CAD)","Employee","Reference","Weight (lb)","Volume (ft³)","Approved Date","Payment Terms","Incoterms","Notes","Currency","Billing Address","Shipping Address","Seller Address","Modes of Transportation","Last Event","Online","Type","Exchange Rate","Is Cancelled","Reverse Exchange Rate","Paid","Division","Template Name","Tax Amt. (CAD)","Amt. Before Tax (CAD)","Other Charges (CAD)","Items Amount (CAD)","Online Creator","Is Printed","Attachments","Backordered","External Id","Channel","Store Order Reference","Store Order Date","Courier","Shipment Type","Shipping Cost","Salesperson","Billing Client","Synced to Logistico","POS Order","Fulfilled","Total Discount (CAD)","Total Discount","Returning","Purchase Order","Lot Number","Container#"
"Delivered","Yes","3395","02/14/2024","Costco Vaughan Wet","3395","900","Naomi Bendayan","USD 24174.00","02/15/2024","Equifruit, Inc.","32,840.38","169.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/22/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.36","Yes",,,"0.00","32,840.38","0.00","32,840.38",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240976",,
"Delivered","Yes","4029","02/14/2024","Costco Varennes","4029","900","Naomi Bendayan","USD 24174.00","02/15/2024","Equifruit, Inc.","32,840.38","181.31","0.00","Claudia Ramirez",,"0.00","1,908.00","02/22/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.36","Yes",,,"0.00","32,840.38","0.00","32,840.38",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","5740206119",,
"Delivered","Yes","3372","02/14/2024","Chiovitti Banana Co., Ltd","3372","960","Naomi Bendayan","USD 22852.80","02/15/2024","Equifruit, Inc.","31,045.53","11.43","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/26/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.36","Yes",,,"0.00","31,045.53","0.00","31,045.53",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240970",,
"Delivered","Yes","3380","02/14/2024","Costco Vaughan Wet","3380","900","Naomi Bendayan","USD 24174.00","02/15/2024","Equifruit, Inc.","32,840.38","169.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/22/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.36","Yes",,,"0.00","32,840.38","0.00","32,840.38",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240971",,
"Delivered","Yes","4060Q4","02/14/2024","Sobeys Quebec City","4060","240","Naomi Bendayan","USD 5932.80","02/26/2024","Equifruit, Inc.","7,997.41","-35.60","0.00","Claudia Ramirez",,"9,598.05","508.53","02/29/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","7,997.41","0.00","7,997.41",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566598452","0011e70","CAIU5508070"
"Delivered","Yes","4060Q3","02/14/2024","Sobeys Quebec City","4060","240","Naomi Bendayan","USD 5932.80","02/22/2024","Equifruit, Inc.","7,997.41","-47.47","0.00","Claudia Ramirez",,"9,598.05","508.53","03/11/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","7,997.41","0.00","7,997.41",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566590065","0011e70","CAIU5508070"
"Delivered","Yes","4060Q1","02/14/2024","Sobeys Quebec City","4060","480","Naomi Bendayan","USD 11865.60","02/15/2024","Equifruit, Inc.","15,994.83","-118.65","0.00","Claudia Ramirez",,"19,196.09","1,017.06","02/22/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","15,994.83","0.00","15,994.83",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566581980","0011e70","CAIU5508070"
"Delivered","Yes","3398","02/13/2024","Costco Vaughan Wet","3398","900","Naomi Bendayan","USD 24174.00","02/14/2024","Equifruit, Inc.","32,634.90","-24.17","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/19/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,634.90","0.00","32,634.90",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240973",,
"Delivered","Yes","3392","02/13/2024","Chiovitti Banana Co., Ltd","3392","960","Naomi Bendayan","USD 23472.00","02/14/2024","Equifruit, Inc.","31,687.20","-199.51","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/19/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","31,687.20","0.00","31,687.20",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240972",,
"Delivered","Yes","3396","02/12/2024","Top Banana","3396","900","Naomi Bendayan","USD 22869.00","02/13/2024","Equifruit, Inc.","30,873.15","45.74","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/19/2024","Net 30",,,"United States Dollar","415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,873.15","0.00","30,873.15",,"No","No","No",,,,,,,"0.00",,"Top Banana","No","No","No","0.00","USD 0.00","0","021324",,"SUDU5247203"
"Delivered","Yes","3382","02/09/2024","Costco Vaughan Wet","3382","900","Naomi Bendayan","USD 24174.00","02/12/2024","Equifruit, Inc.","32,695.34","36.27","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/16/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,695.34","0.00","32,695.34",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240966",,
"Delivered","Yes","3322","02/09/2024","Krown Produce  Fresh At Its Best™","3322","900","Naomi Bendayan","USD 22680.00","02/14/2024","Equifruit, Inc.","30,674.70","-136.08","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/22/2024","Net 10",,,"United States Dollar","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,674.70","0.00","30,674.70",,"No","No","No",,,,,,,"0.00",,"Krown Produce  Fresh At Its Best™","No","No","No","0.00","USD 0.00","0","AL1919",,"TEMU9792033"
"Delivered","Yes","3376","02/09/2024","Chiovitti Banana Co., Ltd","3376","960","Naomi Bendayan","USD 21408.00","02/12/2024","Equifruit, Inc.","28,954.32","53.52","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/16/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","28,954.32","0.00","28,954.32",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240967",,
"Delivered","Yes","3386","02/09/2024","Sobeys BCH","3386","960","Naomi Bendayan","USD 22934.40","02/12/2024","Equifruit, Inc.","31,018.78","57.34","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/16/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","31,018.78","0.00","31,018.78",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566581981",,"MWCU5291603"
"Delivered","Yes","3379","02/09/2024","Costco Vaughan Wet","3379","900","Naomi Bendayan","USD 24174.00","02/11/2024","Equifruit, Inc.","32,695.34","-132.95","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,695.34","0.00","32,695.34",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240964",,
"Delivered","Yes","4050","02/09/2024","Charlies Seattle","4050","720","Naomi Bendayan","USD 20239.20","02/10/2024","Equifruit, Inc.","27,373.52","70.84","0.00","Claudia Ramirez",,"28,794.14","1,525.59","02/14/2024","Net 30",,,"United States Dollar","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5033 1st Ave S, Seattle 98134, Seattle, WA 98134. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","27,373.52","0.00","27,373.52",,"No","No","No",,,,,,,"0.00",,"Charlies Seattle","No","No","No","0.00","USD 0.00","0","6903900",,
"Delivered","Yes","3371","02/09/2024","Chiovitti Banana Co., Ltd","3371","960","Naomi Bendayan","USD 23472.00","02/10/2024","Equifruit, Inc.","31,745.88","82.15","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/14/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","31,745.88","0.00","31,745.88",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240842",,
"Delivered","Yes","3388","02/09/2024","Costco Vaughan Wet","3388","900","Naomi Bendayan","USD 24174.00","02/10/2024","Equifruit, Inc.","32,695.34","-145.04","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,695.34","0.00","32,695.34",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240841",,
"Delivered","Yes","3351C","02/08/2024","Chiovitti Banana Co., Ltd","3351","480","Naomi Bendayan","USD 11568.00","02/01/2024","Equifruit, Inc.","15,645.72","52.06","0.00","Claudia Ramirez",,"19,196.09","1,017.06","03/21/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","15,645.72","0.00","15,645.72",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240709",,
"Delivered","Yes","3367","02/07/2024","Costco Vaughan Wet","3367","900","Naomi Bendayan","USD 24174.00","02/09/2024","Equifruit, Inc.","32,659.07","72.52","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,659.07","0.00","32,659.07",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240840",,
"Delivered","Yes","3361","02/07/2024","Costco Varennes","3361","900","Naomi Bendayan","USD 24174.00","02/09/2024","Equifruit, Inc.","32,659.07","-169.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,659.07","0.00","32,659.07",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","5740130543",,
"Delivered","Yes","3366","02/07/2024","Top Banana","3366","900","Naomi Bendayan","USD 22869.00","02/08/2024","Equifruit, Inc.","30,896.02","-34.30","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","415 NYC Terminal Market, Bronx, NY 10474. United States","415 NYC Terminal Market, Bronx, NY 10474. United States","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,896.02","0.00","30,896.02",,"No","No","No",,,,,,,"0.00",,"Top Banana","No","No","No","0.00","USD 0.00","0","020824",,"MNBU3959271"
"Delivered","Yes","3375","02/07/2024","Chiovitti Banana Co., Ltd","3375","960","Naomi Bendayan","USD 21408.00","02/08/2024","Equifruit, Inc.","28,922.21","-32.11","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/14/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","28,922.21","0.00","28,922.21",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240839",,
"Delivered","Yes","3378","02/07/2024","Sobeys BCH","3378","960","Naomi Bendayan","USD 22934.40","02/08/2024","Equifruit, Inc.","30,984.37","-34.41","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/14/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,984.37","0.00","30,984.37",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566568092",,"SZLU5010827"
"Delivered","Yes","3373","02/06/2024","Costco Varennes","3373","900","Naomi Bendayan","USD 24174.00","02/07/2024","Equifruit, Inc.","32,792.03","157.13","0.00","Claudia Ramirez",,"0.00","1,908.00","02/14/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.36","Yes",,,"0.00","32,792.03","0.00","32,792.03",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","5740130529",,"SUDU6291670"
"Loading","Yes","3370Q2","02/05/2024","Sobeys Quebec City","3370","240","Naomi Bendayan","USD 5932.80","02/12/2024","Equifruit, Inc.","8,003.35","-5.93","0.00","Claudia Ramirez",,"9,598.05","508.53","02/16/2024","Net 30",,,"United States Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","8,003.35","0.00","8,003.35",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","USD 0.00","0","4566581979","0011e279","CGMU5094279"
"Loading","Yes","3370Q1","02/05/2024","Sobeys Quebec City","3370","240","Naomi Bendayan","CAD 5932.80","02/08/2024","Equifruit, Inc.","5,932.80","-2,091.31","0.00","Claudia Ramirez",,"9,598.05","508.53","02/14/2024","Net 30",,,"Canadian Dollar","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","950, avenue Galilee, Duberger, QC G1P 4B7. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","1.00","No","1.00","Yes",,,"0.00","5,932.80","0.00","5,932.80",,"No","No","No",,,,,,,"0.00",,"Sobeys Quebec City","No","No","No","0.00","CAD 0.00","0","4566568904","0011e279","CGMU5094279"
"Delivered","Yes","4100","02/02/2024","Equifruit","4100","6",,"USD 86.10","01/31/2024","Equifruit, Inc.","116.15","0.00","0.00","Claudia Ramirez",,"239.95","12.71",,"Net 30",,,"United States Dollar",,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","116.15","0.00","116.15",,"No","No","No",,,,,,,"0.00",,"Equifruit","No","No","No","0.00","USD 0.00","0",,,
"Delivered","Yes","3377","02/02/2024","Courchesne Larose","3377","960","Naomi Bendayan","USD 24720.00","02/07/2024","Equifruit, Inc.","33,322.56","-74.16","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/14/2024","Net 30",,,"United States Dollar","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","33,322.56","0.00","33,322.56",,"No","No","No",,,,,,,"0.00",,"Courchesne Larose","No","No","No","0.00","USD 0.00","0","2388803",,"SEGU9429633"
"Delivered","Yes","3362","02/02/2024","Costco Vaughan Wet","3362","900","Naomi Bendayan","USD 24174.00","02/09/2024","Equifruit, Inc.","32,586.55","-48.35","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/14/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,586.55","0.00","32,586.55",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240838",,
"Delivered","Yes","3387","02/02/2024","Chiovitti Banana Co., Ltd","3387","960","Naomi Bendayan","USD 23472.00","02/07/2024","Equifruit, Inc.","31,640.26","-70.41","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/14/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","31,640.26","0.00","31,640.26",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240837",,
"Delivered","Yes","3363","02/02/2024","Costco Vaughan Wet","3363","900","Naomi Bendayan","CAD 24174.00","02/06/2024","Equifruit, Inc.","24,174.00","-8,437.45","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/09/2024","Net 30",,,"Canadian Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","1.00","No","1.00","Yes",,,"0.00","24,174.00","0.00","24,174.00",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","CAD 0.00","0","240834",,
"Delivered","Yes","3365","02/02/2024","Krown Produce  Fresh At Its Best™","3365","900","Naomi Bendayan","CAD 22680.00","02/06/2024","Equifruit, Inc.","22,680.00","-8,085.42","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/09/2024","Net 10",,,"Canadian Dollar","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","4923 47th Street SE,, Calgary, AB T2B 3S5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","1.00","No","1.00","Yes",,,"0.00","22,680.00","0.00","22,680.00",,"No","No","No",,,,,,,"0.00",,"Krown Produce  Fresh At Its Best™","No","No","No","0.00","CAD 0.00","0","AL1869",,"TEMU9593710"
"Delivered","Yes","3357","02/02/2024","Chiovitti Banana Co., Ltd","3357","960","Naomi Bendayan","USD 21408.00","02/05/2024","Equifruit, Inc.","28,857.98","-107.04","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/09/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","28,857.98","0.00","28,857.98",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240835",,
"Delivered","Yes","3389","02/02/2024","Chiovitti Banana Co., Ltd","3389","960","Naomi Bendayan","USD 23472.00","02/05/2024","Equifruit, Inc.","31,640.26","-117.36","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/09/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","31,640.26","0.00","31,640.26",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240833",,
"Delivered","Yes","3359","02/02/2024","Sobeys BCH","3359","960","Naomi Bendayan","USD 22934.40","02/05/2024","Equifruit, Inc.","30,915.57","-114.67","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/09/2024","Net 30",,,"United States Dollar","Montreal, QC H1G 3J5. Canada","1500 Bd de Montarville, Boucherville, QC J4B 5Y3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,915.57","0.00","30,915.57",,"No","No","No",,,,,,,"0.00",,"Sobeys BCH","No","No","No","0.00","USD 0.00","0","4566568091",,"SMLU5474653"
"Delivered","Yes","3348","02/02/2024","Costco Vaughan Wet","3348","900","Naomi Bendayan","USD 24174.00","02/04/2024","Equifruit, Inc.","32,586.55","-109.52","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/09/2024","Net 30",,,"United States Dollar","100 Line Drive, Vaughan, ON L4H 4M2. Canada","100 Line Drive, Vaughan, ON L4H 4M2. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,586.55","0.00","32,586.55",,"No","No","No",,,,,,,"0.00",,"Costco Vaughan Wet","No","No","No","0.00","USD 0.00","0","240832",,
"Delivered","Yes","3369","02/02/2024","Costco Varennes","3369","900","Naomi Bendayan","USD 24174.00","02/04/2024","Equifruit, Inc.","32,586.55","-1,578.22","0.00","Claudia Ramirez",,"35,992.67","1,906.99","02/09/2024","Net 30",,,"United States Dollar","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","3200 Chem. de la Baronnie, Varennes, QC J3X 0G3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","32,586.55","0.00","32,586.55",,"No","No","No",,,,,,,"0.00",,"Costco Varennes","No","No","No","0.00","USD 0.00","0","5740123672",,"CGMU5064525"
"Delivered","Yes","3353","02/02/2024","Chiovitti Banana Co., Ltd","3353","960","Naomi Bendayan","USD 22646.40","02/03/2024","Equifruit, Inc.","30,527.34","-22.66","0.00","Claudia Ramirez",,"38,392.18","2,034.12","02/09/2024","Net 30",,,"United States Dollar","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,,"No","Unknown","0.74","No","1.35","Yes",,,"0.00","30,527.34","0.00","30,527.34",,"No","No","No",,,,,,,"0.00",,"Chiovitti Banana Co., Ltd","No","No","No","0.00","USD 0.00","0","240708",,
