Number,Entity,Transaction Date,Employee,Account Name,Bank Account,Reconciliation Date,Amount,AR Amount (CAD),Amount (CAD),Tax Amount,Withholding Tax Amount,Currency,Exchange Rate,Reverse Exchange Rate,Is Printed,Realized Amount (CAD),Gain/Loss (CAD),Attachments
200500,GO FRESH,02/27/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 15,609.60","20,897.89","20,831.01",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"20,831.01",66.88,No
00023742372023,Costco Vaughan Wet,02/24/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,277.97",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,277.97",803.97,No
2006006308,Sobeys Whitby,02/24/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
2006006308,Sobeys BCH,02/24/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 69,561.60","69,561.60","69,561.60",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
00023625632023,Costco Vaughan Wet,02/22/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,277.97",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,277.97",803.97,No
16352,"Chiovitti Banana Co., Ltd",02/22/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,"USD 100,135.72","135,383.09","133,631.12",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"133,631.12","1,751.97",No
558438,Courchesne Larose,02/22/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,"USD 25,737.60","35,152.41","34,346.83",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,346.83",805.58,No
2005998823,Sobeys BCH,02/21/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
00023566162023,Costco Vaughan Wet,02/21/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,277.97",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,277.97",803.97,No
9132.48,GO FRESH,02/21/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 9,132.48","12,473.14","12,187.29",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"12,187.29",285.85,No
00023471072023,Costco Varennes,02/17/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 24,975.00","34,110.86","33,329.14",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"33,329.14",781.72,No
00023471072023,Costco Vaughan Wet,02/17/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,277.97",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,277.97",803.97,No
208085,GO FRESH,02/17/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,USD 0.01,0.01,0.01,USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,0.00,0.00,No
00023417222023,Costco Vaughan Wet,02/16/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,277.97",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"34,277.97",803.97,No
2005993102,Sobeys BCH,02/15/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
16296,"Chiovitti Banana Co., Ltd",02/15/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,"USD 80,059.20","109,344.86","106,839.00",USD 0.00,USD 0.00,United States Dollar,0.75,1.33,No,"106,839.00","2,505.86",No
2005990057,Sobeys Whitby,02/13/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
2005990057,Sobeys BCH,02/13/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 69,561.60","69,561.60","69,561.60",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
00023244572023,Costco Varennes,02/13/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 24,975.00","34,110.86","33,538.93",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"33,538.93",571.93,No
00023244572023,Costco Vaughan Wet,02/13/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 51,372.00","70,163.88","68,987.46",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"68,987.46","1,176.42",No
200492,GO FRESH,02/13/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 15,609.60","21,319.59","20,962.13",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"20,962.13",357.46,No
00023169332023,Costco Vaughan Wet,02/10/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,493.73",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"34,493.73",588.21,No
2005988221,Sobeys BCH,02/10/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
00023018922023,Costco Varennes,02/08/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 24,975.00","34,110.86","33,538.93",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"33,538.93",571.93,No
00023018922023,Costco Vaughan Wet,02/08/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,493.73",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"34,493.73",588.21,No
558231,Courchesne Larose,02/08/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,737.60","35,152.41","34,563.03",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"34,563.03",589.38,No
16234,"Chiovitti Banana Co., Ltd",02/07/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,"USD 57,465.12","78,485.86","77,204.39",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"77,204.39","1,281.47",Yes
200488,GO FRESH,02/07/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 37,834.56","51,674.45","50,830.73",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"50,830.73",843.72,No
00022911112023,Costco Vaughan Wet,02/06/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,081.94","34,527.15",USD 0.00,USD 0.00,United States Dollar,0.74,1.34,No,"34,527.15",554.79,No
2005979790,Sobeys BCH,02/03/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 31,302.72","31,302.72","31,302.72",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
2005978308,Sobeys BCH,02/02/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
2005978308,Sobeys Whitby,02/02/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,02/28/2023,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,No
16166,"Chiovitti Banana Co., Ltd",02/01/2023,Karyne Manseau,Comptes clients USD,Comptant USD RBC,02/28/2023,"USD 80,610.72","110,098.12","107,667.14",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"107,667.14","2,430.98",Yes
00022735782023,Costco Vaughan Wet,02/01/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,686.00","35,010.02","34,307.33",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"34,307.33",702.69,No
558130,Courchesne Larose,02/01/2023,Karyne Manseau,Comptes clients USD,Comptant USD,02/28/2023,"USD 25,737.60","35,080.35","34,376.25",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"34,376.25",704.10,No
00022620492023,Costco Vaughan Wet,01/30/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,010.02","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-71.92,No
200484,GO FRESH,01/30/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 9,132.48","12,447.57","12,473.14",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"12,473.14",-25.57,No
00022500052023,Costco Vaughan Wet,01/26/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,010.02","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-71.92,No
16109,"Chiovitti Banana Co., Ltd",01/25/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 57,465.12","78,439.61","78,485.86",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"78,485.86",-46.25,Yes
00022330222023,Costco Vaughan Wet,01/23/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 51,372.00","70,020.04","70,163.88",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"70,163.88",-143.84,No
200482,GO FRESH,01/23/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 22,178.88","30,229.81","30,291.91",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"30,291.91",-62.10,No
2005960161,Sobeys BCH,01/19/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,01/31/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005960161,Sobeys Whitby,01/19/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,01/31/2023,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00022199362023,Costco Vaughan Wet,01/19/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,010.02","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-71.92,No
00022142282023,Costco Vaughan Wet,01/18/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,457.86","34,699.07","34,770.35",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"34,770.35",-71.28,No
2005957859,Sobeys BCH,01/18/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,01/31/2023,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
16061,"Chiovitti Banana Co., Ltd",01/18/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 98,412.00","134,135.54","134,411.11",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"134,411.11",-275.57,Yes
558025,Courchesne Larose,01/18/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,737.60","35,080.35","35,152.41",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,152.41",-72.06,No
00022082882023,Costco Vaughan Wet,01/17/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,010.02","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-71.92,No
200480,GO FRESH,01/17/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 9,132.80","12,448.01","12,473.58",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"12,473.58",-25.57,No
00021971162023,Costco Vaughan Wet,01/13/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 51,315.10","69,942.49","70,086.16",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"70,086.16",-143.67,No
2005953230,Sobeys Whitby,01/13/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,01/31/2023,"CAD 52,833.60","52,833.60","52,833.60",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005953230,Sobeys BCH,01/13/2023,Karyne Manseau,Comptes clients CAD,Comptant CAD,01/31/2023,"CAD 139,123.20","139,123.20","139,123.20",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00021854502023,Costco Vaughan Wet,01/11/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,010.02","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-71.92,No
15986,"Chiovitti Banana Co., Ltd",01/11/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 79,579.20","108,466.44","108,689.27",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"108,689.27",-222.83,Yes
557940,Courchesne Larose,01/11/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,737.60","35,080.35","35,152.41",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,152.41",-72.06,No
00021731672023,Costco Vaughan Wet,01/09/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 51,372.00","70,020.04","70,163.88",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"70,163.88",-143.84,No
200477,GO FRESH,01/09/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 22,124.32","30,155.45","30,217.40",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"30,217.40",-61.95,No
00021657292023,Costco Vaughan Wet,01/06/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","35,035.71","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-46.23,No
557758,Courchesne Larose,01/05/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 51,475.20","69,288.19","70,304.83",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"70,304.83","-1,016.64",No
00021517662023,Costco Vaughan Wet,01/04/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","34,758.30","35,081.94",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"35,081.94",-323.64,No
15939,"Chiovitti Banana Co., Ltd",01/04/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 64,092.48","87,358.04","87,537.51",USD 0.00,USD 0.00,United States Dollar,0.73,1.37,No,"87,537.51",-179.47,Yes
00021461012023,Costco Vaughan Wet,01/03/2023,Karyne Manseau,Comptes clients USD,Comptant USD,01/31/2023,"USD 25,686.00","34,593.90","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-416.12,No
2005937408,Sobeys BCH,12/30/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00021370402023,Costco Vaughan Wet,12/30/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,504.01","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-506.01,No
2005935793,Sobeys Whitby,12/29/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 26,416.80","26,416.80","26,416.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005935793,Sobeys BCH,12/29/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 69,561.60","69,561.60","69,561.60",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
15874,"Chiovitti Banana Co., Ltd",12/29/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 109,438.56","148,794.87","149,164.76",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"149,164.76",-369.89,Yes
557655,Courchesne Larose,12/29/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 51,475.20","68,778.60","70,160.70",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"70,160.70","-1,382.10",No
00021256142023,Costco Vaughan Wet,12/28/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,555.38","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-454.64,No
00021205362023,Costco Vaughan Wet,12/28/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,360.17","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-649.85,No
200471,GO FRESH,12/23/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 24,788.16","33,411.18","33,786.26",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"33,786.26",-375.08,No
00021127192023,Costco Vaughan Wet,12/23/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,260.00","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-750.02,No
00021058832023,Costco Varennes,12/22/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 24,975.00","33,456.51","34,040.92",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"34,040.92",-584.41,No
2005927671,Sobeys Whitby,12/22/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
15812,"Chiovitti Banana Co., Ltd",12/21/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 87,133.92","117,386.74","118,763.53",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"118,763.53","-1,376.79",Yes
00020992282023,Costco Vaughan Wet,12/21/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,552.81","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-457.21,No
557566,Courchesne Larose,12/21/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 51,475.20","68,631.89","70,160.70",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"70,160.70","-1,528.81",No
2005921461,Sobeys BCH,12/19/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00020851782023,Costco Varennes,12/19/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 24,975.00","33,429.04","34,040.92",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"34,040.92",-611.88,No
00020851782023,Costco Vaughan Wet,12/19/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 51,372.00","68,571.34","70,020.04",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"70,020.04","-1,448.70",No
200467,GO FRESH,12/19/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 6,523.20","8,700.65","8,891.12",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"8,891.12",-190.47,No
00020630802023,Costco Varennes,12/14/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 24,975.00","33,411.56","34,040.92",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"34,040.92",-629.36,No
00020630802023,Costco Vaughan Wet,12/14/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,362.73","35,010.02",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,010.02",-647.29,No
15748,"Chiovitti Banana Co., Ltd",12/14/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 63,125.76","84,401.08","86,040.41",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"86,040.41","-1,639.33",Yes
557468,Courchesne Larose,12/14/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,737.60","34,789.52","35,080.35",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,080.35",-290.83,No
2005915902,Sobeys Whitby,12/14/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 70,444.80","70,444.80","70,444.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005915902,Sobeys BCH,12/14/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 69,561.60","69,561.60","69,561.60",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00020487542023,Costco Vaughan Wet,12/08/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,362.73","34,886.73",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,886.73",-524.00,No
15682,"Chiovitti Banana Co., Ltd",12/07/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 79,748.16","106,512.55","108,848.26",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"108,848.26","-2,335.71",Yes
2005908332,Sobeys BCH,12/07/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
557378,Courchesne Larose,12/07/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,737.60","35,129.25","35,129.25",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,0.00,0.00,No
00020248312023,Costco Vaughan Wet,12/07/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","34,719.77","35,058.82",USD 0.00,USD 0.00,United States Dollar,0.73,1.36,No,"35,058.82",-339.05,No
2005905425,Sobeys BCH,12/05/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,12/31/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00020105952023,Costco Vaughan Wet,12/05/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","35,010.02","34,593.90",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,593.90",416.12,No
200463,GO FRESH,12/05/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 27,397.44","36,617.34","36,898.87",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"36,898.87",-281.53,No
00020009942023,Costco Vaughan Wet,12/02/2022,Karyne Manseau,Comptes clients USD,Comptant USD,12/31/2022,"USD 25,686.00","35,010.02","34,593.90",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"34,593.90",416.12,No
2005899968,Sobeys Whitby,11/30/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,11/30/2022,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005899968,Sobeys BCH,11/30/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,11/30/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
15607,"Chiovitti Banana Co., Ltd",11/30/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 79,748.16","107,133.31","108,282.05",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"108,282.05","-1,148.74",Yes
00019875792023,Costco Vaughan Wet,11/30/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 25,686.00","34,971.49","34,876.45",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,876.45",95.04,No
557280,Courchesne Larose,11/30/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 25,737.60","34,866.73","34,946.51",USD 0.00,USD 0.00,United States Dollar,0.74,1.36,No,"34,946.51",-79.78,No
00019724122023,Costco Varennes,11/29/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 24,975.00","33,833.63","33,598.87",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"33,598.87",234.76,No
00019724122023,Costco Vaughan Wet,11/28/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 51,372.00","69,768.31","69,110.75",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"69,110.75",657.56,No
200460,GO FRESH,11/28/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 16,960.32","22,809.55","22,816.72",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"22,816.72",-7.17,No
2005894347,Sobeys BCH,11/24/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,11/30/2022,"CAD 34,780.80","34,780.80","34,780.80",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
2005894347,Sobeys Whitby,11/24/2022,Karyne Manseau,Comptes clients CAD,Comptant CAD,11/30/2022,"CAD 35,222.40","35,222.40","35,222.40",CAD 0.00,CAD 0.00,Canadian Dollar,1.0,1.0,No,0.00,0.00,Yes
00019492152023,Costco Vaughan Wet,11/23/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 25,686.00","35,246.33","34,398.69",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"34,398.69",847.64,No
15553,"Chiovitti Banana Co., Ltd",11/23/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 79,748.16","109,257.74","106,798.74",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"106,798.74","2,459.00",Yes
557196,Courchesne Larose,11/23/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 25,737.60","35,335.15","34,467.80",USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,"34,467.80",867.35,No
734807,Gloucester,11/22/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,USD 225.00,309.35,301.41,USD 0.00,USD 0.00,United States Dollar,0.75,1.34,No,301.41,7.94,No
200457,GO FRESH,11/21/2022,Karyne Manseau,Comptes clients USD,Comptant USD,11/30/2022,"USD 33,920.64","46,373.18","45,630.05",USD 0.00,USD 0.00,United States Dollar,0.74,1.35,No,"45,630.05",743.13,No
