Status,Number,Date,Shipper,Consignee,Pieces,Weight (lb),Volume (ft³),Employee,Destination Agent,Volume weight (Vlb),Chargeable Weight (lb),Value,Method,Destination Port,Destination Country,Origin Port,Origin Country,Modes of Transportation,Commodities Description,Issued By Address,Destination Agent Address,Shipper Address,Consignee Address,Pieces On Hand,Weight On Hand (lb),Volume On Hand (ft³),Volume Weight On Hand (Vlb),Value On Hand,Has Understock,Understock Pieces
Delivered,2444,10/14/2022,APPBOSA,Sobeys BCH,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","17,574.80",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2440,10/14/2022,APPBOSA,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,599.33",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2437,10/14/2022,APPBOSA,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,599.33",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2429,10/14/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,306.49",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2425,10/14/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","12,149.16",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2403,10/11/2022,Coliman Pacific Corporation,Sobeys Whitby,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","19,376.54",Ground,Toronto,Canada,,,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,0,0.00,0.00,0.00,0.00,No,0
Delivered,2424,10/07/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,306.49",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2428,10/07/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","18,184.20",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2433,10/07/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","18,184.20",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2432,10/07/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","17,130.05",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2426,10/07/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"42,140.04","4,393.50",Marie Lamare,,"45,734.72","42,140.04","14,461.71",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Convencional Fairtrade con etiqueta; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,"3,747.86","2,359.37","24,560.22",0.00,No,0
Delivered,2431,10/07/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","13,572.27",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2430,10/07/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,306.49",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2427,10/07/2022,APPBOSA,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","16,677.09",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2420,10/07/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","12,512.97",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2412,10/07/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","12,512.97",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2391,10/06/2022,Coliman Pacific Corporation,Sobeys Whitby,1,"41,740.12","2,359.37",Marie Lamare,,"24,560.22","41,740.12","19,409.59",Ground,Toronto,Canada,,,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,0,0.00,0.00,0.00,0.00,No,0
Delivered,2408,10/03/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","12,834.62",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2422,09/30/2022,ASOGUABO,Sobeys BCH,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","16,431.17",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2419,09/30/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","15,641.21",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2418,09/30/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","15,641.21",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2417,09/30/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","17,442.32",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2413,09/30/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","17,442.32",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2414,09/30/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"42,140.04","4,393.50",Marie Lamare,,"45,734.72","42,140.04","13,871.70",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Convencional Fairtrade con etiqueta,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,"3,747.86","2,359.37","24,560.22",0.00,No,0
Delivered,2406,09/30/2022,ASOGUABO,Costco Vaughan Wet,1,"39,740.53","2,359.37",Marie Lamare,,"24,560.22","39,740.53","15,420.24",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2421,09/30/2022,APPBOSA,"Chiovitti Banana Co., Ltd",961,"42,140.04","4,393.50",Marie Lamare,,"45,734.72","42,140.04","16,936.75",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,"3,747.86","2,359.37","24,560.22",0.00,No,0
Delivered,2399,09/30/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"42,140.04","2,359.37",Marie Lamare,,"24,560.22","42,140.04","12,336.19",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2410,09/23/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Sobeys BCH,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","17,195.90",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2405,09/23/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","17,195.90",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2398,09/23/2022,ASOGUABO,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,420.24",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2380,09/22/2022,Coliman Pacific Corporation,Sobeys Whitby,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","19,419.84",Ground,,,,,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,0,0.00,0.00,0.00,0.00,No,0
In Process,2409,09/22/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"38,392.18","4,393.50",Marie Lamare,,"45,734.72","38,392.18","16,199.04",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,0.00,"2,359.37","24,560.22",0.00,No,0
Delivered,2411,09/22/2022,ASOGUABO,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,420.24",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2401,09/22/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"38,392.18","4,393.50",Marie Lamare,,"45,734.72","38,392.18","13,675.73",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Convencional Fairtrade con etiqueta; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,0.00,"2,359.37","24,560.22",0.00,No,0
Delivered,2407,09/22/2022,ASOGUABO,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,420.24",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2423,09/22/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","12,626.06",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2402,09/22/2022,APPBOSA,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,770.70",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2395,09/22/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","12,487.31",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2387,09/22/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","12,487.31",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2361,09/19/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",1,"75,675.88","2,359.37",Marie Lamare,,"24,560.22","75,675.88","15,339.46",Ocean,Philadelphia,United States,Paita,Peru,Vessel,,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2397,09/16/2022,ASOGUABO,Sobeys BCH,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","16,397.47",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2396,09/16/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"38,392.18","4,393.50",Marie Lamare,,"45,734.72","38,392.18","16,397.47",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,0.00,"2,359.37","24,560.22",0.00,No,0
Delivered,2394,09/16/2022,ASOGUABO,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,609.13",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2392,09/16/2022,C.I. AGRICOLAS LAS FLORES S.A.S.,Courchesne Larose,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","17,406.55",Ocean,Philadelphia,United States,Santa Marta,Colombia,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia","9761 boul. des Sciences, Montréal, QC H1J 0A6. Canada",0,0.00,0.00,0.00,0.00,No,0
In Process,2389,09/16/2022,ASOGUABO,"Chiovitti Banana Co., Ltd",961,"38,392.18","4,393.50",Marie Lamare,,"45,734.72","38,392.18","14,694.66",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",Banano Cavendish Organico Fairtrade con banda; Banano Cavendish Convencional Fairtrade con etiqueta; Banano Cavendish Organico Fairtrade con banda,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",1,0.00,"2,359.37","24,560.22",0.00,No,0
Delivered,2263,09/16/2022,Coliman Pacific Corporation,Sobeys Whitby,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","19,275.03",Ground,,,,,"Truck, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,0,0.00,0.00,0.00,0.00,No,0
Delivered,2386,09/16/2022,ASOGUABO,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,609.13",Ocean,Philadelphia,United States,Puerto Bolivar,Ecuador,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2393,09/16/2022,APPBOSA,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,963.88",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2390,09/16/2022,APPBOSA,Costco Vaughan Wet,1,"35,992.67","2,359.37",Marie Lamare,,"24,560.22","35,992.67","15,963.88",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","100 Line Drive, Vaughan, ON L4H 4M2. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2388,09/16/2022,APPBOSA,Sobeys BCH,1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","16,902.01",Ocean,Philadelphia,United States,Paita,Peru,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru","Montreal, QC H1G 3J5. Canada",0,0.00,0.00,0.00,0.00,No,0
Delivered,2375,09/16/2022,COQUIMBA,"Chiovitti Banana Co., Ltd",1,"38,392.18","2,359.37",Marie Lamare,,"24,560.22","38,392.18","12,363.75",Ocean,Philadelphia,United States,Chinandega,Nicaragua,"Vessel, Containerized",,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada",,"Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua","26 Magnificent Road, Toronto, ON M8Z 4T3. Canada",0,0.00,0.00,0.00,0.00,No,0
