Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,PARS number,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Description,Job:Expense,Job:Income,Job:Customer,Type,Attachments,Partially Received,Received Quantity,Reference,Date,Employee,Buyer,Job,Weight (lb),Volume (ft³),Approved By,Approved Date,Payment Terms,Incoterms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Modes of Transportation,Last Event,Online,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Division,Template Name,Tax Amt. (CAD),Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Online Creator,Is Printed,Pallets,Ventilation,Container#,Bill of Lading,US Customs,Canadian Customs,Customer,Remark,Examination,Job:Due Date,Temperature Recorder,Band Packaging,Sticker Packaging,Cases Packaging,Cornerboards Packaging,Port of Loading,Customs Clearance,Buyer:Name,Buyer:Account Number
Delivered,3939,ASOGUABO,Maersk,USD 10464.00,960,Yes,11/2/24,11/18/24,Philadelphia,,11/25/24,Yes,"14,524.03",0,0,13.9,,"24,646.62","29,892.88",,Unknown,No,No,960,,10/23/24,David Melo,"Equifruit, Inc.",3939,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"14,524.03",0,"14,524.03",,No,Tipo CHEP,25,MNBU0473774,MAEU246062670,<none>,<none>,,,,11/22/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3938,ASOGUABO,Maersk,USD 12869.49,960,Yes,11/2/24,11/18/24,Philadelphia,,11/23/24,Yes,"17,862.85",0,0,13.9,,"27,816.27","32,207.87",,Unknown,No,No,960,,10/23/24,David Melo,"Equifruit, Inc.",3938,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"17,862.85",0,"17,862.85",,No,Walk Global/Escobar,25,MMAU1198261,MAEU246055751,<none>,<none>,,,,11/22/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3937,ASOGUABO,Maersk,USD 13470.86,960,Yes,11/2/24,11/18/24,Philadelphia,,11/26/24,Yes,"18,697.55",0,0,13.9,,"26,827.33","32,046.36",,Unknown,No,No,960,,10/23/24,David Melo,"Equifruit, Inc.",3937,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"18,697.55",0,"18,697.54",,No,Walk Global/Escobar,25,MNBU0095967,MAEU246055699,<none>,<none>,,,,11/22/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3936,ASOGUABO,Maersk,USD 13470.86,960,Yes,11/2/24,11/18/24,Philadelphia,,11/22/24,Yes,"18,697.55",0,0,13.9,,"28,588.78","34,549.77",,Unknown,No,No,960,,10/23/24,David Melo,"Equifruit, Inc.",3936,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"18,697.55",0,"18,697.55",,No,Walk Global/Escobar,25,MNBU4446334,MAEU246055646,<none>,<none>,,,,11/23/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3935,ASOGUABO,Maersk,USD 12720.33,900,Yes,11/2/24,11/18/24,Philadelphia,,11/23/24,Yes,"17,655.82",0,0,13.9,,"27,517.34","33,947.04",,Unknown,No,No,900,,10/23/24,David Melo,"Equifruit, Inc.",3935,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"17,655.82",0,"17,655.82",,No,Walk Global/Escobar,25,MNBU0406631,MAEU246055589,<none>,<none>,,,,11/27/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3934,ASOGUABO,ZIM,USD 13023.00,900,Yes,11/3/24,11/15/24,Philadelphia,,11/22/24,Yes,"18,075.92",0,0,13.9,,"29,377.93","34,115.69",,Unknown,No,No,900,,10/23/24,David Melo,"Equifruit, Inc.",3934,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"18,075.92",0,"18,075.92",,No,Walk Global/Escobar,25,ZMOU8815052,ZIMUGYL00012035,<none>,<none>,,,,11/26/24,,,,,Plastico reciclado,Guayaquil,,"Equifruit, Inc.",
Delivered,3933,ASOGUABO,Maersk,USD 12720.33,900,Yes,11/2/24,11/18/24,Philadelphia,,11/24/24,Yes,"17,655.82",0,0,13.9,,"27,728.69","33,947.04",,Unknown,No,No,900,,10/23/24,David Melo,"Equifruit, Inc.",3933,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"17,655.82",0,"17,655.82",,No,Walk Global/Escobar,25,MNBU4170605,MAEU246055483,<none>,<none>,,,,11/28/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3930,ASOGUABO,Maersk,USD 12720.33,900,Yes,11/2/24,11/18/24,Philadelphia,,11/25/24,Yes,"17,655.82",0,0,13.9,,"26,157.22","31,948.78",,Unknown,No,No,900,,10/23/24,David Melo,"Equifruit, Inc.",3930,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.39,Yes,,,0,"17,655.82",0,"17,655.82",,No,Walk Global/Escobar,25,MNBU3416150,MAEU246062553,<none>,<none>,,,,11/22/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3929,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,11/2/24,11/18/24,Philadelphia,,11/21/24,Yes,"17,613.72",0,0,13.9,,"27,692.67","33,947.04",,Unknown,No,No,900,,10/23/24,David Melo,"Equifruit, Inc.",3929,"35,991.00","1,908.00",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,,No,0.72,No,1.39,Yes,,,0,"17,613.72",0,"17,613.72",,No,Walk Global/Escobar,25,SUDU8014289,MAEU246055414,<none>,<none>,,,,11/29/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3925,Coliman Pacific Corporation,TQL,USD 14234.40,720,Yes,11/23/24,11/27/24,,,11/27/24,No,"19,679.06",0,0,13.9,,"26,106.55","28,425.73",,Unknown,No,No,720,,10/18/24,David Melo,"Equifruit, Inc.",3925,"28,794.14","1,525.59",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"19,679.06",0,"19,679.06",,No,Chep,25,,,<none>,<none>,,,,11/27/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
Delivered,3924,Coliman Pacific Corporation,TQL,USD 16533.00,900,Yes,11/11/24,11/15/24,,,11/15/24,No,"22,856.87",0,0,13.9,,"28,813.26","34,055.46",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3924,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"22,856.87",0,"22,856.87",,No,Chep,25,,,<none>,<none>,,,,11/18/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3922,Coliman Pacific Corporation,Megacorp,USD 16533.00,900,Yes,11/13/24,11/17/24,,,11/17/24,No,"22,856.87",0,0,13.9,,"28,943.55","33,778.39",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3922,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"22,856.87",0,"22,856.87",,No,Chep,25,,,<none>,<none>,,,,11/22/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3923,Coliman Pacific Corporation,,USD 17001.00,900,Yes,11/14/24,11/14/24,,,11/14/24,No,"23,503.88",0,0,13.9,,"25,792.62","31,751.60",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3923,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"23,503.88",0,"23,503.88",,No,Chep,25,,,<none>,<none>,,,,11/14/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
Open,3920,Coliman Pacific Corporation,,USD 15975.00,900,No,10/14/24,11/18/24,,,11/18/24,<none>,"22,085.44","22,085.44",0,13.9,,"22,085.44",0,,Unknown,No,No,0,,10/18/24,David Melo,"Equifruit, Inc.",3920,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,No,,,0,"22,085.44",0,"22,085.44",,No,Chep,25,,,<none>,<none>,,,,10/18/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3932,Coliman Pacific Corporation,TQL,USD 14234.40,720,Yes,11/18/24,11/21/24,,,11/21/24,No,"19,679.06",0,0,13.9,,"26,278.73","28,284.51",,Unknown,No,No,720,,10/18/24,David Melo,"Equifruit, Inc.",3932,"28,794.14","1,525.59",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"19,679.06",0,"19,679.06",,No,Chep,25,,,<none>,<none>,,,,11/21/24,,,,,Plastico,"Nogales, Arizona",,"Equifruit, Inc.",
Delivered,3945,ASOGUABO,Maersk,USD 13525.56,960,Yes,11/16/24,12/2/24,Philadelphia,,12/4/24,Yes,"18,699.08",0,0,13.9,,"27,801.77","32,229.21",,Unknown,No,No,960,,10/18/24,David Melo,"Equifruit, Inc.",3945,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,699.08",0,"18,699.08",,No,Tipo CHEP,25,CXRU1542892,MAEU246527763,<none>,<none>,,,,10/18/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Open,3944,Coliman Pacific Corporation,,USD 15975.00,900,No,11/18/24,11/22/24,,,11/22/24,<none>,"22,085.44","22,085.44",0,13.9,,"22,085.44",0,,Unknown,No,No,0,,10/18/24,David Melo,"Equifruit, Inc.",3944,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,No,,,0,"22,085.44",0,"22,085.44",,No,Chep,25,,,<none>,<none>,,,,10/18/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Open,3942,Coliman Pacific Corporation,,USD 15975.00,900,No,11/21/24,11/25/24,,,11/25/24,<none>,"22,085.44","22,085.44",0,13.9,,"22,085.44",0,,Unknown,No,No,0,,10/18/24,David Melo,"Equifruit, Inc.",3942,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,No,,,0,"22,085.44",0,"22,085.44",,No,Chep,25,,,<none>,<none>,,,,10/18/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3941,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,11/23/24,12/4/24,Philadelphia,,12/9/24,Yes,"17,543.93",0,0,13.9,,"28,240.18","34,404.80",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3941,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,543.93",0,"17,543.93",,No,Walk Global/Escobar,25,TCLU1239750,ONEYGYEE21139800,<none>,<none>,,,,11/25/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3921,Coliman Pacific Corporation,Megacorp,USD 16533.00,900,Yes,11/21/24,11/25/24,,,11/21/24,No,"22,856.87",0,0,13.9,,"29,074.30","33,947.04",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3921,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"22,856.87",0,"22,856.87",,No,Chep,25,,,<none>,<none>,,,,11/29/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,3919,Surgesa S.A.,ONE,USD 13095.00,900,Yes,11/2/24,11/13/24,Philadelphia,,11/18/24,Yes,"18,103.84",0,0,13.9,,"26,330.56","31,683.80",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3919,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,103.84",0,"18,103.84",,No,Walk Global/Escobar,25,TTNU8967124,ONEYGYEE19486600,<none>,<none>,,,,11/21/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3918,Surgesa S.A.,ONE,USD 13095.00,900,Yes,11/2/24,11/13/24,Philadelphia,,11/18/24,Yes,"18,103.84",0,0,13.9,,"28,341.10","33,766.34",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3918,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,103.84",0,"18,103.84",,No,Walk Global/Escobar,25,TCLU1328543,ONEYGYEE19485500,<none>,<none>,,,,11/25/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3917,Marplantis Organic Sustainable Agriculture,Maersk,USD 13392.00,960,Yes,11/2/24,11/18/24,Philadelphia,,11/20/24,Yes,"18,514.44",0,0,13.9,,"28,644.66","32,786.61",,Unknown,No,No,960,,10/18/24,David Melo,"Equifruit, Inc.",3917,"38,390.40",0,,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,514.44",0,"18,514.44",,No,Tipo CHEP,25,SUDU5222740,MAEU245889286,<none>,<none>,,,,11/24/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3916,Marplantis Organic Sustainable Agriculture,COSCO Shipping,USD 12690.00,900,Yes,11/2/24,11/13/24,Philadelphia,,11/19/24,Yes,"17,543.93",0,0,13.9,,"27,286.61","33,766.34",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3916,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,543.93",0,"17,543.93",,No,Walk Global/Escobar,25,TEMU9284921,COSU6400642020,<none>,<none>,,,,11/25/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3915,ASOGUABO,Maersk,USD 12754.00,900,Yes,11/9/24,11/25/24,Philadelphia,,12/2/24,Yes,"17,632.40",0,0,13.9,,"27,611.97","33,922.94",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3915,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,632.40",0,"17,632.40",,No,Walk Global/Escobar,25,MMAU1070959,MAEU246327384,<none>,<none>,,,,12/3/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3914,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,11/2/24,11/13/24,Philadelphia,,11/20/24,Yes,"17,543.93",0,0,13.9,,"28,075.19","33,778.39",,Unknown,No,No,900,,10/18/24,David Melo,"Equifruit, Inc.",3914,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,543.93",0,"17,543.93",,No,Walk Global/Escobar,25,IKSU2517875,ONEYGYEE19454800,<none>,<none>,,,,11/23/24,,,,,Plastico,Guayaquil,,"Equifruit, Inc.",
Delivered,3904,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/31/24,11/10/24,Philadelphia,,11/18/24,Yes,"18,706.75",0,0,13.9,,"27,947.60","33,055.55",,Unknown,No,No,960,,10/17/24,David Melo,"Equifruit, Inc.",3904,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.72,No,1.38,Yes,,,0,"18,706.75",0,"18,706.75",,No,Chep,25,SEGU9819971,SMLU8298506A,<none>,<none>,,,,11/20/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3903,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,10/31/24,11/10/24,Philadelphia,,11/14/24,Yes,"18,706.75",0,0,13.9,,"26,056.75","32,309.22",,Unknown,No,No,960,,10/17/24,David Melo,"Equifruit, Inc.",3903,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.72,No,1.38,Yes,,,0,"18,706.75",0,"18,706.76",,No,Chep,25,SEKU9385669,SMLU8298474A,<none>,<none>,,,,11/18/24,,,,,Carton,Santa Marta,,"Equifruit, Inc.",
Delivered,3907,COQUIMBA,Maersk,USD 9724.80,960,Yes,11/2/24,11/11/24,Philadelphia,,11/14/24,Yes,"13,439.67",0,"6,770.89",13.9,,"25,244.49","29,967.51",,Unknown,No,No,960,,10/17/24,David Melo,"Equifruit, Inc.",3907,"38,392.18","2,034.12",,,,EXW,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.72,No,1.38,No,,,0,"13,439.67",0,"13,439.67",,No,Standard Americano,25,MNBU3583420,MAEU245958314,<none>,<none>,,,,11/19/24,,,,,Plastico,Puerto Cortes,,"Equifruit, Inc.",
Delivered,3913,Latbio S.A.,Maersk,USD 12690.00,900,Yes,10/26/24,11/11/24,Philadelphia,,,Yes,"17,537.58",0,0,13.9,,"27,196.03","34,055.46",,Unknown,No,No,900,,10/17/24,David Melo,"Equifruit, Inc.",3913,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,537.58",0,"17,537.58",,No,Walk Global/Escobar,25,SUDU5211406,MAEU245051714,<none>,<none>,,,,11/20/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3912,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,10/26/24,11/11/24,Philadelphia,,11/16/24,Yes,"17,699.27",0,0,13.9,,"27,397.68","33,862.71",,Unknown,No,No,900,,10/17/24,David Melo,"Equifruit, Inc.",3912,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,699.27",0,"17,699.27",,No,Walk Global/Escobar,25,TLLU1221743,MAEU245792104,<none>,<none>,,,,11/19/24,,,,,Plastico reciclado,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3896,ASOGUABO,Maersk,USD 10464.00,960,Yes,10/26/24,11/11/24,Philadelphia,,11/18/24,Yes,"14,461.25",0,0,13.9,,"24,586.37","30,020.81",,Unknown,No,No,960,,10/17/24,David Melo,"Equifruit, Inc.",3896,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"14,461.25",0,"14,461.25",,No,Tipo CHEP,25,MNBU9061607,MAEU245792086,<none>,<none>,,,,11/15/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
Delivered,3911,ASOGUABO,Maersk,USD 12864.00,960,Yes,10/26/24,11/11/24,Philadelphia,,11/16/24,Yes,"17,778.05",0,0,13.9,,"27,665.71","32,345.70",,Unknown,No,No,960,,10/17/24,David Melo,"Equifruit, Inc.",3911,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,778.05",0,"17,778.05",,No,Tipo CHEP,25,MNBU3114090,MAEU245792064,<none>,<none>,,,,11/16/24,,,,,Plastico,Puerto Bolivar,,"Equifruit, Inc.",
