Status,Number,Seller,Carrier,Amount,Quantity,Invoiced,Departure Date,Arrival Date,Port of Arrival,PARS number,Shipping Date,ISF,Amount (CAD),Unbilled Balance (CAD),Unpaid Balance (CAD),Temperature,Job:Description,Job:Expense,Job:Income,Job:Customer,Type,Attachments,Partially Received,Received Quantity,Reference,Date,Employee,Buyer,Job,Weight (lb),Volume (ft³),Approved By,Approved Date,Payment Terms,Incoterms,Notes,Currency,Billing Address,Shipping Address,Seller Address,Modes of Transportation,Last Event,Online,Exchange Rate,Is Cancelled,Reverse Exchange Rate,Paid,Division,Template Name,Tax Amt. (CAD),Amt. Before Tax (CAD),Other Charges (CAD),Items Amount (CAD),Online Creator,Is Printed,Pallets,Ventilation,Container#,Bill of Lading,US Customs,Canadian Customs,Customer,Remark,Examination,Job:Due Date,Temperature Recorder,Band Packaging,Sticker Packaging,Cases Packaging,Cornerboards Packaging,Port of Loading,Customs Clearance,Buyer:Name,Buyer:Account Number
Delivered,4392,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,5/18/24,6/3/24,Philadelphia,,6/6/24,Yes,"17,486.82",0,0,13.9,,"27,026.86","33,261.12",,Unknown,No,No,900,,5/8/24,David Melo,"Equifruit, Inc.",4392,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,486.82",0,"17,486.82",,No,Walk Global/Escobar,25,MNBU0341485,MAEU239185021,<none>,<none>,,,,6/15/24,,,,,Plastico,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4404,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,5/18/24,6/3/24,Philadelphia,,6/8/24,Yes,"17,648.05",0,0,13.9,,"27,620.60","31,244.22",,Unknown,No,No,900,,5/8/24,David Melo,"Equifruit, Inc.",4404,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.73,No,1.38,Yes,,,0,"17,648.05",0,"17,648.05",,No,Walk Global/Escobar,25,MNBU3021145,MAEU239185329,<none>,<none>,,,,6/5/24,,,,,Plastico,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4390,Hacienda Celia María C.A.,ONE,USD 13095.00,900,Yes,5/17/24,5/28/24,Philadelphia,,6/3/24,Yes,"17,946.70",0,0,13.9,,"27,748.43","33,128.51",,Unknown,No,No,900,,5/6/24,David Melo,"Equifruit, Inc.",4390,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,946.70",0,"17,946.70",,No,Walk Global/Escobar,25,SZLU9666161,ONEGYEE07959800,<none>,<none>,,,,6/8/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4389,Surgesa S.A.,CMA,USD 13095.00,900,Yes,5/17/24,5/28/24,Philadelphia,,,Yes,"17,946.70",0,0,13.9,,"26,725.25","33,273.18",,Unknown,No,No,900,,5/6/24,David Melo,"Equifruit, Inc.",4389,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,946.70",0,"17,946.70",,No,Walk Global/Escobar,25,CGMU5301360,CMDUGQL0347457,<none>,<none>,,,,6/10/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4388,Surgesa S.A.,ONE,USD 13095.00,900,Yes,5/17/24,5/28/24,Philadelphia,,6/5/24,Yes,"17,946.70",0,0,13.9,,"26,874.32","33,273.18",,Unknown,No,No,900,,5/6/24,David Melo,"Equifruit, Inc.",4388,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,946.70",0,"17,946.70",,No,Walk Global/Escobar,25,SEGU9173794,ONEGYEE07999500,<none>,<none>,,,,6/10/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4387,Marplantis Organic Sustainable Agriculture,Network,USD 13392.00,960,Yes,5/19/24,5/30/24,Hueneme,,6/4/24,Yes,"18,353.74",0,0,13.9,,"26,825.72","31,452.83",,Unknown,No,No,960,,5/6/24,David Melo,"Equifruit, Inc.",4387,"38,392.18",0,,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"18,353.74",0,"18,353.74",,No,Tipo CHEP,25,SEKU9263906,NQSH43101DP22114,<none>,<none>,,,,6/7/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Open,4386,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,No,5/24/24,6/4/24,Philadelphia,,6/12/24,<none>,"17,391.65","17,391.65",0,13.9,,"17,391.65",0,,Unknown,No,No,0,,5/6/24,David Melo,"Equifruit, Inc.",4386,"35,992.67","1,906.99",,,,,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,No,,,0,"17,391.65",0,"17,391.65",,No,Walk Global/Escobar,25,,,<none>,<none>,,,,5/6/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4385,Marplantis Organic Sustainable Agriculture,ZIM,USD 12690.00,900,Yes,5/19/24,5/29/24,Philadelphia,,6/4/24,Yes,"17,391.65",0,0,13.9,,"27,242.45","33,176.74",,Unknown,No,No,900,,5/6/24,David Melo,"Equifruit, Inc.",4385,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,391.65",0,"17,391.65",,No,Walk Global/Escobar,25,ZCSU5129731,ZIMUGYL00007820,<none>,<none>,,,,6/12/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4384,Marplantis Organic Sustainable Agriculture,Network,USD 12690.00,900,Yes,5/19/24,5/30/24,Hueneme,,6/4/24,Yes,"17,391.65",0,0,13.9,,"25,762.45","30,917.44",,Unknown,No,No,900,,5/6/24,David Melo,"Equifruit, Inc.",4384,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,391.65",0,"17,391.65",,No,Walk Global/Escobar,25,SEKU9201252,NQSH43101DP22112,<none>,<none>,,,,6/3/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4383,C.I. AGRICOLAS LAS FLORES S.A.S.,Seaboard,USD 13536.00,960,Yes,5/16/24,5/26/24,Philadelphia,,5/30/24,Yes,"18,551.09",0,0,13.9,,"25,715.20","31,272.59",,Unknown,No,No,960,,5/6/24,David Melo,"Equifruit, Inc.",4383,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Carrera 4ta #12-55 P 2, santa marta, 470006. Colombia",,,No,0.73,No,1.37,Yes,,,0,"18,551.09",0,"18,551.09",,No,Chep,25,SEGU9425915,SMLU8060478A,<none>,<none>,,,,6/3/24,,,,,Carton,Santa Marta,US Clearance,"Equifruit, Inc.",
Delivered,4395,Coliman Pacific Corporation,Megacorp,USD 16713.00,900,Yes,5/11/24,5/14/24,,,5/17/24,No,"23,080.65",0,0,13.9,,"29,673.33","32,983.85",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4395,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"23,080.65",0,"23,080.65",,No,Chep,25,,,<none>,<none>,,,,5/18/24,,,,,Plastico,"Pharr, Texas",,"Equifruit, Inc.",
Delivered,4369,Coliman Pacific Corporation,,USD 17181.00,900,Yes,5/30/24,5/30/24,,,5/30/24,No,"23,726.96",0,0,13.9,,"25,582.89","31,075.85",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4369,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10201 S 51st. Street Suite 127, Phoenix, AZ 85044. United States",,,No,0.72,No,1.38,Yes,,,0,"23,726.96",0,"23,726.96",,No,Chep,25,,,<none>,<none>,,,,5/30/24,,,,,Plastico,"Nogales, Arizona",US Clearance,"Equifruit, Inc.",
Delivered,4382,COQUIMBA,Maersk,USD 10416.00,960,Yes,5/20/24,6/3/24,Philadelphia,,6/6/24,Yes,"14,384.50",0,0,13.9,,"24,262.48","29,322.26",,Unknown,No,No,960,,5/1/24,David Melo,"Equifruit, Inc.",4382,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.72,No,1.38,Yes,,,0,"14,384.50",0,"14,384.50",,No,Standard Americano,25,MNBU0509809,MAEU239054030,<none>,<none>,,,,6/6/24,,,,,Plastico,Corinto,Canada Inbond,"Equifruit, Inc.",
Delivered,4381,COQUIMBA,Maersk,USD 9724.80,960,Yes,5/18/24,5/27/24,Philadelphia,,6/3/24,Yes,"13,429.95",0,0,13.9,,"25,272.41","29,172.87",,Unknown,No,No,960,,5/1/24,David Melo,"Equifruit, Inc.",4381,"38,392.18","2,034.12",,,,EXW,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Parque Las Rosas 1/2 Cuadra Al Sur, Chinandega, Nicaragua",,,No,0.72,No,1.38,Yes,,,0,"13,429.95",0,"13,429.95",,No,Standard Americano,25,MNBU4007183,MAEU239053919,<none>,<none>,,,,6/3/24,,,,,Plastico,Puerto Cortes,Canada Inbond,"Equifruit, Inc.",
Delivered,4380,APPBOSA,Maersk,USD 13296.00,960,Yes,5/10/24,5/27/24,Philadelphia,,5/31/24,Yes,"18,361.78",0,0,13.9,,"28,521.62","32,111.39",,Unknown,No,No,960,,5/1/24,David Melo,"Equifruit, Inc.",4380,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Sector Nueva Esperanza S/N Samán Marcavelica, Sullana, PIURA 01. Peru",,,No,0.72,No,1.38,Yes,,,0,"18,361.78",0,"18,361.78",,No,Chep,25,MNBU0546654,MAEU239048466,<none>,<none>,,,,5/29/24,,,,,Plastico reciclado,Paita,US Clearance,"Equifruit, Inc.",
Delivered,4379,Latbio S.A.,Maersk,USD 12690.00,900,Yes,5/11/24,5/27/24,Philadelphia,,6/1/24,Yes,"17,524.89",0,0,13.9,,"27,080.49","33,128.51",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4379,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,524.89",0,"17,524.89",,No,Walk Global/Escobar,25,MNBU0677084,MAEU239018146,<none>,<none>,,,,6/6/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4378,Latbio S.A.,Maersk,USD 12690.00,900,Yes,5/11/24,5/27/24,Philadelphia,,5/30/24,Yes,"17,524.89",0,0,13.9,,"25,837.28","31,335.53",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4378,"35,992.67","1,906.99",,,Net 10,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","10 de agosto entre Pichincha y García Moreno, Pasaje, El Oro Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,524.89",0,"17,524.89",,No,Walk Global/Escobar,25,MMAU1280195,MAEU239018135,<none>,<none>,,,,5/30/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4377,Hacienda Celia María C.A.,Maersk,USD 12807.00,900,Yes,5/11/24,5/27/24,Philadelphia,,6/1/24,Yes,"17,686.47",0,0,13.9,,"27,490.28","33,128.51",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4377,0,"1,908.00",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque 127 y Pedro Carbo, Guayaquil, Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,686.47",0,"17,686.47",,No,Walk Global/Escobar,25,MNBU9048164,MAEU239018118,<none>,<none>,,,,6/7/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4375,ASOGUABO,Maersk,USD 11992.54,961,Yes,5/11/24,5/27/24,Philadelphia,,6/1/24,Yes,"16,561.69",0,0,13.9,,"26,081.38","30,661.75",,Unknown,No,No,961,,5/1/24,David Melo,"Equifruit, Inc.",4375,"38,432.17","2,036.24",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"16,561.69",0,"16,561.69",,No,Tipo CHEP,25,MNBU3796127,MAEU239018100,<none>,<none>,,,,5/31/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4348,ASOGUABO,Maersk,USD 13492.96,960,Yes,5/11/24,5/27/24,Philadelphia,,6/3/24,Yes,"18,633.78",0,0,13.9,,"26,279.09","31,432.81",,Unknown,No,No,960,,5/1/24,David Melo,"Equifruit, Inc.",4348,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,633.78",0,"18,633.78",,No,Tipo CHEP,25,MNBU0189496,MAEU239018092,<none>,<none>,,,,5/30/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4374,ASOGUABO,Maersk,USD 12692.25,900,Yes,5/11/24,5/27/24,Philadelphia,,5/31/24,Yes,"17,528.00",0,0,13.9,,"26,942.60","33,128.51",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4374,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,528.00",0,"17,528.00",,No,Walk Global/Escobar,25,MNBU4088014,MAEU239018071,<none>,<none>,,,,6/6/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4373,ASOGUABO,Maersk,USD 12692.25,900,Yes,5/11/24,5/27/24,Philadelphia,,5/31/24,Yes,"17,528.00",0,0,13.9,,"27,398.03","33,128.51",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4373,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,528.00",0,"17,528.00",,No,Walk Global/Escobar,25,MNBU3239055,MAEU239018061,<none>,<none>,,,,6/7/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4372,ASOGUABO,Maersk,USD 12692.25,900,Yes,5/11/24,5/27/24,Philadelphia,,5/31/24,Yes,"17,528.00",0,0,13.9,,"26,941.10","33,032.07",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4372,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,528.00",0,"17,528.00",,No,Walk Global/Escobar,25,SUDU8161905,MAEU239018040,<none>,<none>,,,,6/5/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4371,ASOGUABO,Maersk,USD 12692.25,900,Yes,5/11/24,5/27/24,Philadelphia,,5/30/24,Yes,"17,528.00",0,0,13.9,,"27,510.74","33,032.07",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4371,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,528.00",0,"17,528.00",,No,Walk Global/Escobar,25,MNBU3811279,MAEU239018018,<none>,<none>,,,,6/5/24,,,,,Plastico reciclado,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4345,ASOGUABO,CMA,USD 13632.00,960,Yes,5/10/24,5/21/24,Philadelphia,,5/28/24,Yes,"18,825.79",0,0,13.9,,"26,665.94","31,249.71",,Unknown,No,No,960,,5/1/24,David Melo,"Equifruit, Inc.",4345,"38,392.18","2,034.12",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"18,825.79",0,"18,825.79",,No,Tipo CHEP,25,GESU9602019,CMDUGQL0346372,<none>,<none>,,,,5/28/24,,,,,Plastico reciclado,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4370,ASOGUABO,Seaboard,USD 12915.00,900,Yes,5/10/24,5/19/24,Philadelphia,,,Yes,"17,835.62",0,0,13.9,,"26,564.02","33,007.96",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4370,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","VIA PANAMERICANA SUR Y QUINTA OESTE, El Guabo, El Oro 070115. Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,835.62",0,"17,835.62",,No,Walk Global/Escobar,25,TEMU9446977,SMLU8053096A,<none>,<none>,,,,5/31/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4346,PRIECOR S.A.,Maersk,USD 12690.00,900,Yes,5/11/24,5/27/24,Philadelphia,,5/30/24,Yes,"17,524.89",0,0,13.9,,"26,994.01","33,032.07",,Unknown,No,No,900,,5/1/24,David Melo,"Equifruit, Inc.",4346,"35,992.67","1,906.99",,,Due on receipt,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Avenida 25 de Junio y Napoleón Mera. Edificio Contempo, Machala, Ecuador",,,No,0.72,No,1.38,Yes,,,0,"17,524.89",0,"17,524.89",,No,Walk Global/Escobar,25,SUDU8110066,MAEU239017893,<none>,<none>,,,,6/4/24,,,,,Plastico,Puerto Bolivar,US Clearance,"Equifruit, Inc.",
Delivered,4359,Surgesa S.A.,CMA,USD 13095.00,900,Yes,5/10/24,5/21/24,Philadelphia,,5/29/24,Yes,"17,920.51",0,0,13.9,,"28,832.25","32,959.74",,Unknown,No,No,900,,4/29/24,David Melo,"Equifruit, Inc.",4359,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,920.51",0,"17,920.51",,No,Walk Global/Escobar,25,SEGU9132901,CMDUGQL0346499,<none>,<none>,,,,6/3/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4358,Surgesa S.A.,COSCO Shipping,USD 13095.00,900,Yes,5/10/24,5/21/24,Philadelphia,,5/29/24,Yes,"17,920.51",0,0,13.9,,"28,637.24","32,959.74",,Unknown,No,No,900,,4/29/24,David Melo,"Equifruit, Inc.",4358,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","Luque #127, Pedro Carbo, Guayaquil 090307. Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,920.51",0,"17,920.51",,No,Walk Global/Escobar,25,SEGU9936089,COSU6384090480,<none>,<none>,,,,6/3/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4357,Marplantis Organic Sustainable Agriculture,CMA,USD 13392.00,960,Yes,5/10/24,5/21/24,Philadelphia,,5/29/24,Yes,"18,326.95",0,0,13.9,,"29,151.73","32,017.77",,Unknown,No,No,960,,4/29/24,David Melo,"Equifruit, Inc.",4357,"38,392.18","2,034.12",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"18,326.95",0,"18,326.95",,No,Tipo CHEP,25,TRIU8974600,CMDUGQL0346273,<none>,<none>,,,,5/27/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4362,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,5/10/24,5/21/24,Philadelphia,,5/28/24,Yes,"17,366.27",0,0,13.9,,"25,578.92","31,153.00",,Unknown,No,No,900,,4/29/24,David Melo,"Equifruit, Inc.",4362,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,366.27",0,"17,366.27",,No,Walk Global/Escobar,25,ONEU9155191,ONEYGYEE07606400,<none>,<none>,,,,5/28/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
Delivered,4356,Marplantis Organic Sustainable Agriculture,ONE,USD 12690.00,900,Yes,5/10/24,5/21/24,Philadelphia,,5/27/24,Yes,"17,366.27",0,0,13.9,,"27,445.42","33,007.96",,Unknown,No,No,900,,4/29/24,David Melo,"Equifruit, Inc.",4356,"35,992.67","1,906.99",,,,FOB,,United States Dollar,"5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","5311, boulevard de Maisonneuve ouest
Suite 304, Montréal, QC H4A 1Z5. Canada","DATILES 416 Y CALLE 6TA, GUAYAQUIL, GUAYAS Ecuador",,,No,0.73,No,1.37,Yes,,,0,"17,366.27",0,"17,366.27",,No,Walk Global/Escobar,25,ONEU9156310,ONEYGYEE07605300,<none>,<none>,,,,6/1/24,,,,,Plastico,Guayaquil,US Clearance,"Equifruit, Inc.",
