"Status","Job:Number","Incoming Shipment:Name","Purchase Order:Seller","Purchase Order:Carrier","Purchase Order:Container#","Purchase Order:Bill of Lading","Purchase Order:Harvest date","Purchase Order:Departure Date","Purchase Order:Arrival Date","Part Number","Item Definition:Categories","Pieces","Purchase Order:Customer","Sales Order:Buyer","Purchase Order:Shipping Date","Cargo Release:Purchase Order","Incoming Shipment:x dock date","Incoming Shipment:Terminal","Purchase Order:Port of Arrival","Purchase Order:ISF","Purchase Order:ramass_au_port_par","Purchase Order:transporteur_local","Purchase Order:US Customs","Purchase Order:Canadian Customs","Purchase Order:instructions_livraison_envoyes","Purchase Order:PARS number","Purchase Order:Examination","Purchase Order:Remark","Purchase Order:Temperature","Purchase Order:Ventilation","Purchase Order:Pallets","Purchase Order:Number","Incoming Shipment:Container Number","Incoming Shipment:Master Waybill","Sales Order:Billing Client","Warehouse Receipt Date","Departure Date","Arrival Date","Description","Synced to Logistico","Incoming Shipment:Waybill Number","Package","Length (in)","Height (in)","Width (in)","Weight (lb)","Volume (ft³)","Pickup Order:Number","Location Code","Location Description","Container","Piece Weight (lb)","Piece Volume (ft³)","Warehouse Provider","Model","Serial","Invoice Number","Purchase Order Number","Lot Number","Warehouse Receipt","Pickup Order","Cargo Release","Waybill (out)","Master Waybill (out)","Waybill (in)","Master Waybill (in)","Shipper","Consignee","WHR Shipper","WHR Consignee","WHR Supplier","Supplier","Issued By","Destination Agent","WHR Destination Agent","Inland Carrier","Carrier (out)","Carrier (in)","Released to","Booking #","Notify Party     ","Place of Delivery","Entry Date","Out Date","Dangerous","Schedule B Code","Schedule B Description","Include EEI","License Type","Export Code","Notes","Quantity","Unitary Value","Value","Unit","Attachments","Item ID","VIN","Tracking Number","First External Tracking Number","Pallet ID","Modes of Transportation","Origin Port","Destination Port","Secondary Description","Dimensions","Entry Number","G.O. Number","C.F.S. Number","Customs Entry Date","Contained Pieces","Arrival Date (Incoming)","Cargo Release P.O.","Volume weight (Vlb)","Chargeable Weight (lb)","Ventilation Setup","Temperature Setup","Generator Setup","Job Number","Sales Order Number","In Task","In Pallet","Previous Location","Release Order","Is Overstock","Unidentified","Container Number","Contained Descriptions","Contained Part Numbers","Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Vehicle Type","Vehicle Manufacturer","Vehicle Body Type","Vehicle Country","Vehicle Engine Type","Vehicle Title Number","Vehicle Title State","Contained Item","Commodity Type","HTS","Manufacturer","Country","Is Cancelled","PO Line","SO Line","Expiration Date","Expired","On Hold","Hold Reason","Tracking #s","Requested Date","Promised Date","Lead Time","Pickup Date","Delivery Date","Imported Warehouse Receipt Number","Imported Pickup Order Number","Waybill Notes","NCM Code","Seal Number 1","Seal Number 2","Ship By","ETA Original ","Last event","Vessel arrived at Final POD","Vessel arrived at Final POD Date","Container Discharge at Final POD","Container Discharge at Final POD Date","Container Departure from Final POD","Container Departure from Final POD Date","Container Delivery to Consignee","Container Delivery to Consignee Date","Container Empty Return Depot","Container Empty Return Depot Date","Incoming Shipment:Notify Party     "
"Ordered","4624",,"ASOGUABO","Seaboard",,,,"17/01/2025","26/01/2025","007ECELG","Costco","900",,,"09/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4624",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4624",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","20.29","18,259.38","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4624",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4627",,"PRIECOR S.A.","Maersk",,"MAEU248914830",,"18/01/2025","03/02/2025","007ECPRI",,"900",,,"10/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4627",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,991.00","1,908.00",,,,"No","39.99","2.12",,"Organic banana",,,"4627",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","20.36","18,324.36","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,861.59","35,991.00",,,"No","4627",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"PRIECOR S.A.",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4621",,"Surgesa S.A.","ONE",,,,"18/01/2025","29/01/2025","007ECSUR",,"900",,,"07/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4621",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4621",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","21.01","18,909.18",,"No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4621",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Surgesa S.A.",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4620",,"Surgesa S.A.","ONE",,,,"18/01/2025","29/01/2025","007ECSUR",,"900",,,"06/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4620",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4620",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","21.01","18,909.18",,"No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4620",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Surgesa S.A.",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4623",,"Marplantis Organic Sustainable Agriculture","ZIM",,,,"19/01/2025","31/01/2025","007ECMAR",,"900",,,"08/03/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4623",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4623",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","20.36","18,324.36","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4623",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4622",,"Marplantis Organic Sustainable Agriculture","ZIM",,,,"19/01/2025","31/01/2025","007ECMAR",,"900",,,"07/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4622",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4622",,,,,,,,,,,,,,,,,,,,,,,,,"01/08/2025",,"No",,,"No",,,,"900.00","20.36","18,324.36","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4622",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"On Hand","4619","4619","Marplantis Organic Sustainable Agriculture","Maersk",,"MAEU248855733",,"11/01/2025","27/01/2025","001ECMAR",,"960",,,"03/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Tipo CHEP","4619",,"MAEU248855733",,"01/07/2025","01/11/2025","01/27/2025","Banano Cavendish Organico Fairtrade con banda","No","MAEU248855733","Caja con tapa organica (morado y verde)","0.00","0.00","0.00","38,390.40","0.00",,"PA PORT","Philadelphia Port","No","39.99","0.00","Equifruit, Inc.","Organic banana",,,"4619",,"4619",,,,,"MAEU248855733","MAEU248855733","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Courchesne Larose","Montreal","01/07/2025",,"No",,,"No",,,,"960.00","20.02","19,217.52","Casa","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Philadelphia","Banano Cavendish Organico Fairtrade con banda","0.00x0.00x0.00in",,,,,"0","01/27/2025",,"0.00","38,390.40",,,"No","4619",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"0",,,"4619",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4618","4618","Marplantis Organic Sustainable Agriculture","Maersk",,"MAEU248855719",,"11/01/2025","27/01/2025","001ECMAR",,"960",,,"03/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Tipo CHEP","4618",,"MAEU248855719",,"01/07/2025","01/11/2025","01/27/2025","Banano Cavendish Organico Fairtrade con banda","No","MAEU248855719","Caja con tapa organica (morado y verde)","0.00","0.00","0.00","38,390.40","0.00",,"PA PORT","Philadelphia Port","No","39.99","0.00","Equifruit, Inc.","Organic banana",,,"4618",,"4618",,,,,"MAEU248855719","MAEU248855719","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Chiovitti Banana Co., Ltd","Toronto","01/07/2025",,"No",,,"No",,,,"960.00","20.02","19,217.52","Casa","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Philadelphia","Banano Cavendish Organico Fairtrade con banda","0.00x0.00x0.00in",,,,,"0","01/27/2025",,"0.00","38,390.40",,,"No","4618",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"0",,,"4618",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4617","4617","Marplantis Organic Sustainable Agriculture","ZIM",,"ZIMUGYL00014176",,"12/01/2025","24/01/2025","007ECMAR",,"900",,,"06/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4617",,"ZIMUGYL00014176",,"01/08/2025","01/12/2025","01/24/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00014176","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4617",,"4617",,,,,"ZIMUGYL00014176","ZIMUGYL00014176","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Chiovitti Banana Co., Ltd","Toronto","01/08/2025",,"No",,,"No",,,,"900.00","20.23","18,210.15","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/24/2025",,"19,851.10","35,992.67",,,"No","4617",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"1",,,"4617",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4616","4616","Marplantis Organic Sustainable Agriculture","Maersk",,"MAEU248854769",,"11/01/2025","27/02/2025","007ECMAR",,"900",,,"05/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4616",,"MAEU248854769",,"01/07/2025","01/11/2025","01/27/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU248854769","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4616",,"4616",,,,,"MAEU248854769","MAEU248854769","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Chiovitti Banana Co., Ltd","Toronto","01/07/2025",,"No",,,"No",,,,"900.00","20.23","18,210.15","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/27/2025",,"19,851.10","35,992.67",,,"No","4616",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"0",,,"4616",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4615","4615","Hacienda Celia María C.A.","Maersk",,"MAEU248854739",,"11/01/2025","27/01/2025","007ECHCM",,"900",,,"04/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4615",,"MAEU248854739",,"01/07/2025","01/11/2025","01/27/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU248854739","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","0.00","1,908.00",,"PA PORT","Philadelphia Port","No","0.00","2.12","Equifruit, Inc.","Organic banana",,,"4615",,"4615",,,,,"MAEU248854739","MAEU248854739","Hacienda Celia María C.A.","United Safety Agents","Hacienda Celia María C.A.","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Top Banana","New York","01/07/2025",,"No",,,"No",,,,"900.00","20.42","18,378.04","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/27/2025",,"19,861.59","0.00",,,"No","4615",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Hacienda Celia María C.A.",,"No","1","0",,"No","No",,,,,"0",,,"4615",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Top Banana"
"Ordered","4614",,"C.I. AGRICOLAS LAS FLORES S.A.S.","Seaboard",,,,"18/01/2025","28/01/2025","001COCIA","Organic","960",,,"04/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4614",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4614",,,,,,,,,,,,,,,,,,,,,,,,,"12/31/2024",,"No",,,"No",,,,"960.00","20.40","19,579.82","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4614",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4613",,"C.I. AGRICOLAS LAS FLORES S.A.S.","Seaboard",,,,"18/01/2025","28/01/2025","001COCIA","Organic","960",,,"03/02/2025",,,,"Philadelphia","<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4613",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4613",,,,,,,,,,,,,,,,,,,,,,,,,"12/31/2024",,"No",,,"No",,,,"960.00","20.40","19,579.82","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4613",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4610",,"Coliman Pacific Corporation",,,,,"01/02/2025","04/02/2025","001MXCOL","Organic","720",,,"04/02/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4610",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","28,794.14","1,525.59",,,,"No","39.99","2.12",,"Organic banana",,,"4610",,,,,,,,,,,,,,,,,,,,,,,,,"12/31/2024",,"No",,,"No",,,,"720.00","25.31","18,225.90","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"15,880.88","28,794.14",,,"No","4610",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4609",,"Coliman Pacific Corporation",,,,,"03/02/2025","03/02/2025","007MXCOL",,"900",,,"03/02/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4609",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4609",,,,,,,,,,,,,,,,,,,,,,,,,"12/31/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4609",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4612",,"Marplantis Organic Sustainable Agriculture","Maersk",,"MAEU249009931",,"18/01/2025","03/02/2025","007ECMAR",,"900",,,"12/03/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4612",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana",,,"4612",,,,,,,,,,,,,,,,,,,,,,,,,"12/31/2024",,"No",,,"No",,,,"900.00","20.40","18,356.09","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4612",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","2","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"On Hand","4608","4608","ASOGUABO","Seaboard","SMLU5465414","SMLU8401028A",,"10/01/2025","19/01/2025","001ECELG","Organic","960",,,"31/01/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Tipo CHEP","4608",,"SMLU8401028A",,"01/07/2025","01/10/2025","01/19/2025","Banano Cavendish Organico Fairtrade con banda","No","SMLU8401028A","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4608",,"4608",,,,,"SMLU8401028A","SMLU8401028A","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"PSA PENN TERMINALS","Equifruit, Inc.","Equifruit, Inc.",,,"Seaboard",,,"Sobeys","Montreal","01/07/2025",,"No",,,"No",,,,"960.00","20.11","19,302.10","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"21,174.50","38,392.18",,,"No","4608",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","2","0",,"No","No",,,,,"7",,,"4608",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Sobeys"
"On Hand","4607","4607","ASOGUABO","Dole Shipping","CAAU4104110","DOLQGYQF9229SD",,"10/01/2025","19/01/2025","007ECELG","Costco","900",,,"04/02/2025",,,,"San Diego","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4607",,"DOLQGYQF9229SD",,"01/07/2025","01/10/2025","01/19/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","DOLQGYQF9229SD","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4607",,"4607",,,,,"DOLQGYQF9229SD","DOLQGYQF9229SD","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"DOLE SHIPPING WEST PORT","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Courchesne Larose","Montreal","01/07/2025",,"No",,,"No",,,,"900.00","20.32","18,290.99","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","San Diego","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"19,851.10","35,992.67",,,"No","4607",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4607",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4606","4606","ASOGUABO","ZIM",,"ZIMUGYL00014121",,"12/01/2025","24/01/2025","007ECELG","Costco","900",,,"03/02/2025",,,,"Philadelphia","No",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4606",,"ZIMUGYL00014121",,"01/08/2025","01/12/2025","01/28/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00014121","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4606",,"4606",,,,,"ZIMUGYL00014121","ZIMUGYL00014121","Marplantis Organic Sustainable Agriculture","Equifruit, Inc.","Marplantis Organic Sustainable Agriculture","Equifruit, Inc.",,,"PSA HALIFAX FAIRVIEW COVE","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Courchesne Larose","Montreal","01/08/2025",,"No",,,"No",,,,"900.00","20.32","18,290.99","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Port of Halifax","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/28/2025",,"19,851.10","35,992.67",,,"No","4606",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"8",,,"4606",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4605","4605","ASOGUABO","Dole Shipping","TEXU9523830","DOLQGYQF9228SD",,"10/01/2025","19/01/2025","007ECELG","Costco","900",,,"30/01/2025",,,,"San Diego","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4605",,"DOLQGYQF9228SD",,"01/07/2025","01/10/2025","01/19/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","DOLQGYQF9228SD","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4605",,"4605",,,,,"DOLQGYQF9228SD","DOLQGYQF9228SD","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"DOLE SHIPPING WEST PORT","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Top Banana","New York","01/07/2025",,"No",,,"No",,,,"900.00","20.32","18,290.99","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","San Diego","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"19,851.10","35,992.67",,,"No","4605",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4605",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Top Banana"
