"Status","Job:Number","Incoming Shipment:Name","Purchase Order:Seller","Purchase Order:Carrier","Purchase Order:Container#","Purchase Order:Bill of Lading","Purchase Order:Harvest date","Purchase Order:Departure Date","Purchase Order:Arrival Date","Part Number","Item Definition:Categories","Pieces","Purchase Order:Customer","Sales Order:Buyer","Purchase Order:Shipping Date","Cargo Release:Purchase Order","Incoming Shipment:x dock date","Incoming Shipment:Terminal","Purchase Order:Port of Arrival","Purchase Order:ISF","Purchase Order:ramass_au_port_par","Purchase Order:transporteur_local","Purchase Order:US Customs","Purchase Order:Canadian Customs","Purchase Order:instructions_livraison_envoyes","Purchase Order:PARS number","Purchase Order:Examination","Purchase Order:Remark","Purchase Order:Temperature","Purchase Order:Ventilation","Purchase Order:Pallets","Purchase Order:Number","Incoming Shipment:Container Number","Incoming Shipment:Master Waybill","Sales Order:Billing Client","Warehouse Receipt Date","Departure Date","Arrival Date","Description","Synced to Logistico","Incoming Shipment:Waybill Number","Package","Length (in)","Height (in)","Width (in)","Weight (lb)","Volume (ft³)","Pickup Order:Number","Location Code","Location Description","Container","Piece Weight (lb)","Piece Volume (ft³)","Warehouse Provider","Model","Serial","Invoice Number","Purchase Order Number","Lot Number","Warehouse Receipt","Pickup Order","Cargo Release","Waybill (out)","Master Waybill (out)","Waybill (in)","Master Waybill (in)","Shipper","Consignee","WHR Shipper","WHR Consignee","WHR Supplier","Supplier","Issued By","Destination Agent","WHR Destination Agent","Inland Carrier","Carrier (out)","Carrier (in)","Released to","Booking #","Notify Party     ","Place of Delivery","Entry Date","Out Date","Dangerous","Schedule B Code","Schedule B Description","Include EEI","License Type","Export Code","Notes","Quantity","Unitary Value","Value","Unit","Attachments","Item ID","VIN","Tracking Number","First External Tracking Number","Pallet ID","Modes of Transportation","Origin Port","Destination Port","Secondary Description","Dimensions","Entry Number","G.O. Number","C.F.S. Number","Customs Entry Date","Contained Pieces","Arrival Date (Incoming)","Cargo Release P.O.","Volume weight (Vlb)","Chargeable Weight (lb)","Ventilation Setup","Temperature Setup","Generator Setup","Job Number","Sales Order Number","In Task","In Pallet","Previous Location","Release Order","Is Overstock","Unidentified","Container Number","Contained Descriptions","Contained Part Numbers","Vehicle Year","Vehicle Make","Vehicle Model","Vehicle Trim","Vehicle Class","Vehicle Type","Vehicle Manufacturer","Vehicle Body Type","Vehicle Country","Vehicle Engine Type","Vehicle Title Number","Vehicle Title State","Contained Item","Commodity Type","HTS","Manufacturer","Country","Is Cancelled","PO Line","SO Line","Expiration Date","Expired","On Hold","Hold Reason","Tracking #s","Requested Date","Promised Date","Lead Time","Pickup Date","Delivery Date","Imported Warehouse Receipt Number","Imported Pickup Order Number","Waybill Notes","NCM Code","Seal Number 1","Seal Number 2","Ship By","ETA Original ","Last event","Vessel arrived at Final POD","Vessel arrived at Final POD Date","Container Discharge at Final POD","Container Discharge at Final POD Date","Container Departure from Final POD","Container Departure from Final POD Date","Container Delivery to Consignee","Container Delivery to Consignee Date","Container Empty Return Depot","Container Empty Return Depot Date","Incoming Shipment:Notify Party     "
"On Hand","4604","4604","ASOGUABO","Seaboard","SMLU5454111","SMLU8401021A",,"10/01/2025","19/01/2025","007ECELG","Costco","900",,,"03/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4604",,"SMLU8401021A",,"01/07/2025","01/10/2025","01/19/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","SMLU8401021A","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4604",,"4604",,,,,"SMLU8401021A","SMLU8401021A","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"PSA PENN TERMINALS","Equifruit, Inc.","Equifruit, Inc.",,,"Seaboard",,,"Chiovitti Banana Co., Ltd","Toronto","01/07/2025",,"No",,,"No",,,,"900.00","20.32","18,290.99","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"19,851.10","35,992.67",,,"No","4604",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4604",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4611","4611","PRIECOR S.A.","Maersk",,"MAEU248851051",,"11/01/2025","27/01/2025","007ECPRI",,"900",,,"05/02/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4611",,"MAEU248851051",,"01/07/2025","01/11/2025","01/27/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","MAEU248851051","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,991.00","1,908.00",,"PA PORT","Philadelphia Port","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4611",,"4611",,,,,"MAEU248851051","MAEU248851051","PRIECOR S.A.","United Safety Agents","PRIECOR S.A.","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Maersk",,,"Chiovitti Banana Co., Ltd","Toronto","01/07/2025",,"No",,,"No",,,,"900.00","20.40","18,356.09","Cases","No","2",,,,,"Vessel, Containerized","Puerto Bolivar","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/27/2025",,"19,861.59","35,991.00",,,"No","4611",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"PRIECOR S.A.",,"No","1","0",,"No","No",,,,,"7",,,"4611",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"Ordered","4601",,"Coliman Pacific Corporation",,,,,"25/01/2025","29/01/2025","001MXCOL","Organic","960",,,"29/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4601",,,,,,,"Banano Cavendish Organico Fairtrade con banda","No",,"Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,,,"No","39.99","2.12",,"Organic banana",,,"4601",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"960.00","25.31","24,301.20","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0",,,"21,174.50","38,392.18",,,"No","4601",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4603",,"Coliman Pacific Corporation",,,,,"29/01/2025","02/01/2025","007MXCOL",,"900",,,"02/02/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4603",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4603",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4603",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4602",,"Coliman Pacific Corporation",,,,,"27/01/2025","31/01/2025","007MXCOL",,"900",,,"31/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4602",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4602",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4602",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4600",,"Coliman Pacific Corporation",,,,,"27/01/2025","31/01/2025","007MXCOL",,"900",,,"31/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4600",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4600",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4600",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4599",,"Coliman Pacific Corporation",,,,,"25/01/2025","29/01/2025","007MXCOL",,"900",,,"29/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4599",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4599",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4599",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"Ordered","4598",,"Coliman Pacific Corporation",,,,,"22/01/2025","27/01/2025","007MXCOL",,"900",,,"27/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4598",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4598",,,,,,,,,,,,,,,,,,,,,,,,,"12/30/2024",,"No",,,"No",,,,"900.00","25.68","23,107.84","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4598",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
"On Hand","4595","4595","C.I. AGRICOLAS LAS FLORES S.A.S.","Dole Shipping",,"DOLQSMRD4772WL",,"11/01/2025","19/01/2025","001COCIA","Organic","960",,,"30/01/2025",,,,"Wilmington","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4595",,"DOLQSMRD4772WL",,"01/10/2025","01/11/2025","01/19/2025","Banano Cavendish Organico Fairtrade con banda","No","DOLQSMRD4772WL","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4595",,"4595",,,,,"DOLQSMRD4772WL","DOLQSMRD4772WL","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents",,,"DOLE SHIPPING EAST COAST","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Sobeys BCH","Montreal","01/10/2025",,"No",,,"No",,,,"960.00","20.40","19,579.82","Cases","No","2",,,,,"Vessel, Containerized","Port of Wilmington","Port of Wilmington","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"21,174.50","38,392.18",,,"No","4595",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"11",,,"4595",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Sobeys BCH"
"On Hand","4593","4593","C.I. AGRICOLAS LAS FLORES S.A.S.","Dole Shipping",,"DOLQSMRD4771WL",,"11/01/2025","19/01/2025","001COCIA","Organic","960",,,"28/01/2025",,,,"Wilmington","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4593",,"DOLQSMRD4771WL",,"01/10/2025","01/11/2025","01/19/2025","Banano Cavendish Organico Fairtrade con banda","No","DOLQSMRD4771WL","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4593",,"4593",,,,,"DOLQSMRD4771WL","DOLQSMRD4771WL","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents",,,"DOLE SHIPPING EAST COAST","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Sobeys BCH","Montreal","01/10/2025",,"No",,,"No",,,,"960.00","20.40","19,579.82","Cases","No","2",,,,,"Vessel, Containerized","Santa Marta","Port of Wilmington","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/19/2025",,"21,174.50","38,392.18",,,"No","4593",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"11",,,"4593",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Sobeys BCH"
"On Hand","4597","4597","Marplantis Organic Sustainable Agriculture","ZIM","ZMOU8826571","ZIMUGYL00014087",,"12/01/2025","28/01/2025","007ECMAR",,"900",,,"31/01/2025",,,,"Halifax","No",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4597",,"ZIMUGYL00014087",,"01/07/2025","01/12/2025","01/28/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00014087","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4597",,"4597",,,,,"ZIMUGYL00014087","ZIMUGYL00014087","Marplantis Organic Sustainable Agriculture","Equifruit, Inc.","Marplantis Organic Sustainable Agriculture","Equifruit, Inc.",,,"PSA HALIFAX FAIRVIEW COVE","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Courchesne Larose","Montreal","01/07/2025",,"No",,,"No",,,,"900.00","20.40","18,356.09","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Port of Halifax","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/28/2025",,"19,851.10","35,992.67",,,"No","4597",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"8",,,"4597",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4596","4596","Marplantis Organic Sustainable Agriculture","ZIM","ZCLU9952001","ZIMUGYL00014084",,"12/01/2025","28/01/2025","007ECMAR",,"900",,,"01/02/2025",,,,"Halifax","No",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4596",,"ZIMUGYL00014084",,"01/07/2025","01/12/2025","01/28/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00014084","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4596",,"4596",,,,,"ZIMUGYL00014084","ZIMUGYL00014084","Marplantis Organic Sustainable Agriculture","United Safety Agents","Marplantis Organic Sustainable Agriculture","United Safety Agents",,,"PSA HALIFAX FAIRVIEW COVE","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Courchesne Larose","Montreal","01/07/2025",,"No",,,"No",,,,"900.00","20.40","18,356.09","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Port of Halifax","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/28/2025",,"19,851.10","35,992.67",,,"No","4596",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"Marplantis Organic Sustainable Agriculture",,"No","1","0",,"No","No",,,,,"8",,,"4596",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4591","4591","ASOGUABO","ZIM","GMOU9003455","ZIMUGYL00013980",,"05/01/2025","21/01/2025","001ECELG","Organic","960",,,"27/01/2025",,,,"Halifax","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Tipo CHEP","4591",,"ZIMUGYL00013980",,"12/31/2024","01/05/2025","01/21/2025","Banano Cavendish Organico Fairtrade con banda","No","ZIMUGYL00013980","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4591",,"4591",,,,,"ZIMUGYL00013980","ZIMUGYL00013980","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"PSA HALIFAX FAIRVIEW COVE","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Chiovitti Banana Co., Ltd","Toronto","12/31/2024",,"No",,,"No",,,,"960.00","20.71","19,885.32","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Port of Halifax","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/21/2025",,"21,174.50","38,392.18",,,"No","4591",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4591",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4592","4592","ASOGUABO","Seaboard","GCXU8019371","SMLU8391915A",,"03/01/2025","14/01/2025","007ECELG","Costco","900",,,"28/01/2025",,,,"Philadelphia","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4592",,"SMLU8391915A",,"12/31/2024","01/03/2025","01/12/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","SMLU8391915A","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4592",,"4592",,,,,"SMLU8391915A","SMLU8391915A","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"DELAWARE AVENUE ENTERPRISES INC","Equifruit, Inc.","Equifruit, Inc.",,,"Seaboard",,,"Top Banana","New York","12/31/2024",,"No",,,"No",,,,"900.00","21.36","19,228.32","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Philadelphia","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/12/2025",,"19,851.10","35,992.67",,,"No","4592",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4592",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Top Banana"
"On Hand","4590","4590","ASOGUABO","ZIM","ZMOU8955563","ZIMUGYL00014007",,"05/01/2025","21/01/2025","007ECELG","Costco","900",,,"27/01/2025",,,,"Halifax","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4590",,"ZIMUGYL00014007",,"12/31/2024","01/05/2025","01/21/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","ZIMUGYL00014007","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4590",,"4590",,,,,"ZIMUGYL00014007","ZIMUGYL00014007","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"PSA HALIFAX FAIRVIEW COVE","Equifruit, Inc.","Equifruit, Inc.",,,"ZIM",,,"Courchesne Larose","Montreal","12/31/2024",,"No",,,"No",,,,"900.00","21.36","19,228.32","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","Port of Halifax","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/21/2025",,"19,851.10","35,992.67",,,"No","4590",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4590",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Courchesne Larose"
"On Hand","4594","4594","ASOGUABO","Dole Shipping","CAAU4100075","DOLQGYQF9102SD",,"03/01/2025","12/01/2025","007ECELG","Costco","900",,,,,,,"San Diego","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Walk Global/Escobar","4594",,"DOLQGYQF9102SD",,"12/31/2024","01/03/2025","01/12/2025","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No","DOLQGYQF9102SD","Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4594",,"4594",,,,,"DOLQGYQF9102SD","DOLQGYQF9102SD","ASOGUABO","United Safety Agents","ASOGUABO","United Safety Agents",,,"DOLE SHIPPING WEST PORT","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Chiovitti Banana Co., Ltd","Toronto","12/31/2024",,"No",,,"No",,,,"900.00","21.36","19,228.32","Cases","No","2",,,,,"Vessel, Containerized","Guayaquil","San Diego","Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0","01/12/2025",,"19,851.10","35,992.67",,,"No","4594",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"ASOGUABO",,"No","1","0",,"No","No",,,,,"7",,,"4594",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Chiovitti Banana Co., Ltd"
"On Hand","4589","4589","C.I. AGRICOLAS LAS FLORES S.A.S.","Dole Shipping","SZLU9928636","DOLQSMRD4742WL",,"04/01/2025","12/01/2025","001COCIA","Organic","960",,,"24/01/2025",,,,"Wilmington","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4589",,"DOLQSMRD4742WL",,"01/02/2025","01/04/2025","01/12/2025","Banano Cavendish Organico Fairtrade con banda","No","DOLQSMRD4742WL","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4589",,"4589",,,,,"DOLQSMRD4742WL","DOLQSMRD4742WL","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents",,,"DOLE SHIPPING EAST COAST","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Sobeys BCH","Montreal","01/02/2025",,"No",,,"No",,,,"960.00","20.63","19,802.64","Cases","No","2",,,,,"Vessel, Containerized","Santa Marta","Port of Wilmington","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/12/2025",,"21,174.50","38,392.18",,,"No","4589",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"11",,,"4589",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Sobeys BCH"
"On Hand","4576","4576","C.I. AGRICOLAS LAS FLORES S.A.S.","Dole Shipping","SEGU9466391","DOLQSMRD4741WL",,"04/01/2025","12/01/2025","001COCIA","Organic","960",,,"24/01/2025",,,,"Wilmington","Yes",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4576",,"DOLQSMRD4741WL",,"01/02/2025","01/04/2025","01/12/2025","Banano Cavendish Organico Fairtrade con banda","No","DOLQSMRD4741WL","Caja con tapa organica (morado y verde)","15.75","9.06","24.02","38,392.18","2,034.12",,"RCV01","Receiving","No","39.99","2.12","Equifruit, Inc.","Organic banana",,,"4576",,"4576",,,,,"DOLQSMRD4741WL","DOLQSMRD4741WL","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents","C.I. AGRICOLAS LAS FLORES S.A.S.","United Safety Agents",,,"DOLE SHIPPING EAST COAST","Equifruit, Inc.","Equifruit, Inc.",,,"Dole Shipping",,,"Sobeys BCH","Montreal","01/02/2025",,"No",,,"No",,,,"960.00","20.63","19,802.64","Cases","No","2",,,,,"Vessel, Containerized","Santa Marta","Port of Wilmington","Banano Cavendish Organico Fairtrade con banda","15.75x24.02x9.06in",,,,,"0","01/12/2025",,"21,174.50","38,392.18",,,"No","4576",,"No","Yes",,"1","No","No",,,,,,,,,,,,,,,,"Yes","Fresh Bananas",,"C.I. AGRICOLAS LAS FLORES S.A.S.",,"No","1","0",,"No","No",,,,,"11",,,"4576",,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,"Sobeys BCH"
"Ordered","4587",,"Coliman Pacific Corporation",,,,,"31/01/2025","04/02/2025","007MXCOL",,"900",,,"30/01/2025",,,,,"<none>",,,"<none>","<none>",,,,,"13.90","25.00","Chep","4587",,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","No",,"Bandeja Organica/Open-Top Case (Morado y verde)","15.75","9.06","24.02","35,992.67","1,906.99",,,,"No","39.99","2.12",,"Organic banana ",,,"4587",,,,,,,,,,,,,,,,,,,,,,,,,"12/22/2024",,"No",,,"No",,,,"900.00","25.60","23,043.94","Cases","No","0",,,,,,,,"Banano Cavendish Organico Fairtrade 3lb con Banda Costco","15.75x24.02x9.06in",,,,,"0",,,"19,851.10","35,992.67",,,"No","4587",,"No","No",,"0","No","No",,,,,,,,,,,,,,,,"No","Fresh Bananas",,"Coliman Pacific Corporation",,"No","1","0",,"No","No",,,,,"0",,,,,,,,,,,,"Pending",,"Pending",,"Pending",,"Pending",,"Pending",,
